PROVIDER NPI,PROVIDER CCN,PROVIDER / ORG NAME,PROVIDER STATE,PROVIDER CITY,PROVIDER  ADDRESS,PROVIDER ZIP 5 CD,PROVIDER ZIP 4 CD,PROVIDER PHONE NUM,PROVIDER PHONE EXT,PROGRAM YEAR,CALC PAYMENT  AMT ($)
1932112125,60031,Catholic Health Initiatives Colorado,Colorado,Colorado Springs,2222 N Nevada Ave,80907,,(719) 776-5000,,2012,"3,309,083.60"
1083611644,60013,Catholic Health Initiatives Colorado,Colorado,Durango,1010 Three Springs Blvd,81301,8296,(970) 247-4311,,2012,"1,010,389.90"
1164430567,60015,Catholic Health Initiatives Colorado,Colorado,Lakewood,11600 W. 2nd Place,80228,,(720) 321-0000,,2012,"1,951,629.12"
1306857974,60012,Catholic Health Initiatives Colorado,Colorado,Pueblo,1008 Minnequa Ave,81004,3733,(719) 560-4000,,2012,"2,196,781.56"
1619985942,60104,Catholic Health Initiatives Colorado,Colorado,Westminster,2551 W. 84th Avenue,80031,,(303) 426-2151,,2012,"1,721,869.60"
1922012350,60016,Catholic Health Initiatives Colorado,Colorado,Canon City,1336 Phay Ave,81212,,(719) 285-2000,,2012,"1,515,255.22"
1720096092,60118,Catholic Health Initiatives Colorado,Colorado,Frisco,340 Peak One Drive,80443,,(970) 668-3300,,2012,"385,519.20"
1497723407,60054,COLORADO WEST HEALTHCARE SYSTEM,Colorado,Grand Junction,2021 N 12th St,81501,2980,(970) 256-6225,,2012,"1,172,012.52"
1366452732,61300,COUNTY OF KIOWA HOSPITAL DISTRICT,Colorado,Eads,1208 Luther Street,81036,817,(719) 438-5401,,2012,"414,536.00"
1699708743,61303,East Morgan County Hospital,Colorado,Brush,2400 Edison St,80723,1640,(970) 842-6200,,2012,"294,395.16"
1407845035,60116,"Exempla Good Samaritan Medical Center, LLC",Colorado,Lafayette,200 Exempla Cir,80026,3370,(303) 813-5300,,2011,"2,105,345.48"
1407845035,60116,"Exempla Good Samaritan Medical Center, LLC",Colorado,Lafayette,200 Exempla Cir,80026,3370,(303) 813-5300,,2012,"1,560,016.40"
1669461281,60009,Exempla Inc.,Colorado,Wheat Ridge,8300 W 38th Ave,80033,6005,(303) 813-5300,,2011,"3,129,099.04"
1669461281,60009,Exempla Inc.,Colorado,Wheat Ridge,8300 W 38th Ave,80033,6005,(303) 813-5300,,2012,"1,834,407.12"
1336103811,61304,Haxtun Hospital District,Colorado,Haxtun,235 W Fletcher,80731,2737,(970) 774-6123,352,2012,"846,248.00"
1023062098,60032,HCA HEALTHONE LLC,Colorado,Denver,4567 East 9thAve.,80220,3908,(303) 788-2560,,2011,"1,574,718.16"
1396790200,60034,HCA HEALTHONE LLC,Colorado,Englewood,501 East Hampden Ave.,80113,2702,(303) 788-2560,,2011,"2,595,753.50"
1659325629,60112,HCA HEALTHONE LLC,Colorado,Lonetree,10101 RidgeGate Parkway,80124,5522,(303) 788-2560,,2011,"1,491,656.04"
1659327013,60100,HCA HEALTHONE LLC,Colorado,Aurora,1501 S. Potomac St.,80011,6716,(303) 788-2560,,2011,"2,274,543.18"
1720038946,60014,HCA HEALTHONE LLC,Colorado,Denver,1719 E. 19th Avenue,80218,1281,(303) 451-7800,,2011,"866,285.64"
1821042979,60065,HCA HEALTHONE LLC,Colorado,Thornton,9191 Grant St,80229,4361,(303) 451-7800,,2011,"1,184,556.90"
1659327013,60100,HCA HEALTHONE LLC,Colorado,Aurora,1501 S. Potomac St.,80011,6716,(303) 788-2560,,2012,"1,680,696.45"
1720038946,60014,HCA HEALTHONE LLC,Colorado,Denver,1719 E. 19th Avenue,80218,1281,(303) 451-7800,,2012,"766,757.31"
1659325629,60112,HCA HEALTHONE LLC,Colorado,Lonetree,10101 RidgeGate Parkway,80124,5522,(303) 788-2560,,2012,"1,147,833.00"
1396790200,60034,HCA HEALTHONE LLC,Colorado,Englewood,501 East Hampden Ave.,80113,2702,(303) 788-2560,,2012,"1,984,036.23"
1023062098,60032,HCA HEALTHONE LLC,Colorado,Denver,4567 East 9thAve.,80220,3908,(303) 788-2560,,2012,"1,159,710.72"
1821042979,60065,HCA HEALTHONE LLC,Colorado,Thornton,9191 Grant St,80229,4361,(303) 451-7800,,2012,"908,352.51"
1982612065,61316,Huerfano County Hospital District,Colorado,Walsenburg,23500 US Highway 160,81089,9524,(719) 738-4586,,2011,"342,380.72"
1982612065,61316,Huerfano County Hospital District,Colorado,Walsenburg,23500 US Highway 160,81089,9524,(719) 738-4586,,2012,"160,432.00"
1912904814,60043,Keefe Memorial Hospital,Colorado,Cheyenne Wells,"602 North 6th Street West, PO Box 578",80810,578,(719) 767-5662,2002,2012,"1,473,800.00"
1619962321,61318,Kremmling Memorial Hospital District,Colorado,Kremmling,214 South 4th St.,80459,399,(970) 724-3149,,2012,"649,620.25"
1720107519,61306,Lincoln Community Hospital,Colorado,Hugo,"111 6th St., PO Box 248",80821,248,(719) 743-2421,,2012,"237,479.00"
1366465866,60003,LONGMONT UNITED HOSPITAL,Colorado,Longmont,1950 W Mountain View Ave,80501,3129,(303) 651-5111,,2013,"1,693,326.05"
1861496697,61302,Lower Valley Hospital Association,Colorado,Fruita,300 West Ottley Ave.,81521,2118,(970) 858-9871,,2012,"1,564,055.95"
1417980566,60030,McKee Medical Center,Colorado,Loveland,2000 Boise Ave,80538,5006,(970) 669-4640,,2012,"1,366,665.58"
1750392304,60119,MEDICAL CENTER OF THE ROCKIES,Colorado,LOVELAND,2500 ROCKY MOUNTAIN AVE.,80538,9004,(970) 624-1200,,2012,"1,695,367.64"
1205822186,60006,MONTROSE MEMORIAL HOSPITAL,Colorado,Montrose,800 S 3rd St,81401,4212,(970) 240-2211,,2011,"1,219,722.90"
1720004450,60001,North Colorado Medical Center,Colorado,Greeley,1801 16th St,80631,5154,(970) 352-4121,,2012,"2,383,557.76"
1306176839,60124,"ORTHO COLORADO, LLC",Colorado,Lakewood,11650 West 2nd Pl,80228,,(303) 629-2193,,2013,"810,989.60"
1386651297,60114,PorterCare Adventist Health System,Colorado,Parker,9395 Crown Crest Blvd,80138,,(303) 269-4000,,2012,"1,130,608.64"
1689688988,60113,PorterCare Adventist Health System,Colorado,Littleton,7700 S. Broadway,80112,,(303) 730-8900,,2012,"1,877,070.44"
1801800594,60064,PorterCare Adventist Health System,Colorado,Denver,2525 S Downing St,80210,,(303) 778-1955,,2012,"2,059,393.68"
1891709192,60103,PorterCare Adventist Health System,Colorado,Louisville,100 Health Park Dr,80027,9583,(303) 673-1000,,2012,"385,519.20"
1760492714,60010,POUDRE VALLEY HEALTH CARE INC.,Colorado,Fort Collins,1024 S LEMAY AVE,80524,3929,(970) 495-7000,,2012,"2,152,669.56"
1730258971,61322,Salida Hospital District,Colorado,Salida,1000 Rush Dr,81201,9627,(719) 530-2200,,2011,"255,465.27"
1740295591,61310,Sedgwick County Memorial Hospital,Colorado,Julesburg,900 Cedar St,80737,1121,(970) 474-3323,,2012,"529,531.70"
1285727297,61311,Southeast Colorado Hospital District,Colorado,Springfield,373 E 10th Ave,81073,1622,(719) 523-4501,125,2012,"800,042.00"
1417946021,60028,St Joseph Hospital,Colorado,Denver,1835 Franklin St,80218,1126,(303) 813-5300,,2011,"2,834,101.98"
1417946021,60028,St Joseph Hospital,Colorado,Denver,1835 Franklin St,80218,1126,(303) 813-5300,,2012,"1,949,639.93"
1699716027,60023,"ST. MARY'S HOSPITAL AND MEDICAL CENTER, INC.",Colorado,Grand Junction,2635 N 7th St,81501,8209,(970) 298-2273,,2013,"1,932,902.70"
1942238555,60076,Sterling Regional MedCenter,Colorado,Sterling,615 Fairhurst St,80751,4523,(970) 522-0122,,2012,"1,479,676.80"
1821074196,60027,The Community Hospital Association,Colorado,Boulder,1100 Balsam Ave,80304,3404,(303) 440-2273,,2012,"1,512,031.68"
1396783981,61301,"VALLEY CITIZENS' FOUNDATION FOR HEALTHCARE, INC",Colorado,Del Norte,0310 County Road 14,81132,8719,(719) 657-2510,1102,2012,"322,506.63"
1083640239,61309,Wray Community Hospital Assn Inc,Colorado,Wray,1017 W 7th St,80758,1420,(970) 332-4811,243,2012,"798,309.19"
1790787307,60049,Yampa Valley Medical Center,Colorado,Steamboat Springs,1024 Central Park Dr,80487,8813,(970) 879-1322,,2012,"683,470.16"
1649260845,70010,BRIDGEPORT HOSPITAL,Connecticut,Bridgeport,267 Grant St,6610,2805,(203) 384-3775,,2013,"2,561,636.24"
1619901642,70029,Bristol Hospital Inc,Connecticut,Bristol,41 Brewster Rd,6011,977,(860) 585-3352,,2011,"1,583,221.92"
1619901642,70029,Bristol Hospital Inc,Connecticut,Bristol,41 Brewster Rd,6011,977,(860) 585-3352,,2012,"1,297,987.68"
1548293343,70033,DANBURY HOSPITAL,Connecticut,Danbury,24 Hospital Ave,6810,6099,(203) 739-7000,,2011,"3,152,711.84"
1548293343,70033,DANBURY HOSPITAL,Connecticut,Danbury,24 Hospital Ave,6810,6099,(203) 739-7000,,2012,"2,533,425.05"
1649243478,70003,Day Kimball Hospital of Windham County,Connecticut,Putnam,320 Pomfret St,6260,1836,(860) 928-6541,2696,2012,"1,435,499.52"
1235131442,70004,"Essent Healthcare of Connecticut, Inc.",Connecticut,Sharon,50 Hospital Hill Rd,6069,2096,(860) 364-4085,,2012,"1,382,075.34"
1609846088,70018,Greenwich Hospital,Connecticut,Greenwich,5 Perryridge Rd,6830,4608,(203) 863-3000,,2012,"2,312,048.20"
1184639973,70031,Griffin Hospital,Connecticut,Derby,130 Division St,6418,1326,(203) 732-7360,,2011,"1,844,542.80"
1184639973,70031,Griffin Hospital,Connecticut,Derby,130 Division St,6418,1326,(203) 732-7360,,2012,"1,416,120.23"
1902834880,70025,Hartford Hospital,Connecticut,Hartford,80 Seymour St,6102,8000,,,2012,"3,159,619.20"
1457399198,70027,Manchester Memorial Hospital,Connecticut,Manchester,71 Haynes St,6040,4131,(860) 646-1222,,2012,"1,880,889.60"
1629061593,70039,MASONICARE HEALTH CENTER,Connecticut,Wallingford,22 Masonic Ave,6492,3048,(203) 678-7857,,2012,"1,007,800.00"
1760454334,70020,Middlesex Hospital,Connecticut,Middletown,28 Crescent St,6457,3654,(860) 358-6394,,2012,"2,658,749.92"
1669524187,70017,Midstate Medical Center,Connecticut,Meriden,435 Lewis Ave,6451,2101,(203) 694-8200,,2012,"1,754,214.84"
1912966557,70019,"Milford Hospital, Inc",Connecticut,Milford,300 Seaside Ave,6460,4603,(203) 876-4000,,2011,"1,807,519.28"
1912966557,70019,"Milford Hospital, Inc",Connecticut,Milford,300 Seaside Ave,6460,4603,(203) 876-4000,,2012,"1,237,936.64"
1649263880,70034,NORWALK HOSPITAL ASSOCIATION,Connecticut,Norwalk,34 Maple St,6850,3815,(203) 852-2810,,2012,"2,512,281.60"
1871536227,70012,Rockville General Hospital,Connecticut,Vernon,31 Union St,6066,3126,(860) 646-1222,,2012,"1,626,870.24"
1407833486,70002,St Francis Hospital and Medical Center,Connecticut,Hartford,114 Woodland St,6105,1299,(860) 714-4000,,2012,"3,447,552.24"
1942224696,70028,ST VINCENTS MEDICAL CENTER,Connecticut,Bridgeport,2800 Main St,6606,4201,(203) 576-5551,,2012,"3,093,577.86"
1356331425,70006,Stamford Hospital,Connecticut,Stamford,30 Shelburne Rd,6904,9317,(203) 276-7463,,2012,"2,113,375.68"
1669466561,70036,STATE OF CONNECTICUT OFFICE OF THE COMPTROLLER,Connecticut,Farmington,263 Farmington Avenue,6030,5355,(860) 679-2916,,2013,"1,548,069.06"
1629075734,70011,THE CHARLOTTE HUNGERFORD HOSPITAL,Connecticut,Torrington,540 Litchfield St,6790,6679,(860) 496-6733,,2013,"1,980,666.24"
1053477075,70035,THE HOSPITAL OF CENTRAL CONNECTICUT,Connecticut,New Britain,100 Grand St,6052,2016,(860) 224-5011,,2012,"3,275,501.50"
1184615114,70005,Waterbury Hospital,Connecticut,Waterbury,64 Robbins St,6708,2613,(203) 573-7280,,2012,"2,585,865.00"
1639135718,70024,WILLIAM W BACKUS HOSPITAL,Connecticut,Norwich,326 Washington St,6360,2740,(860) 889-8331,,2012,"2,289,664.16"
1023191467,70021,WINDHAM COMMUNITY MEMORIAL HOSPITAL,Connecticut,Willimantic,112 Mansfield Ave,6226,2041,(860) 456-6840,,2012,"1,909,658.72"
1134194038,80001,CHRISTIANA CARE HEALTH SERVICES INC,Delaware,Wilmington,501 W 14th St,19801,1013,(302) 623-7000,,2013,"3,275,595.06"
1245214477,80006,NANTICOKE MEMORIAL HOSPITAL,Delaware,Seaford,801 Middleford Rd,19973,3636,(302) 629-6611,2580,2011,"1,544,592.00"
1245214477,80006,NANTICOKE MEMORIAL HOSPITAL,Delaware,Seaford,801 Middleford Rd,19973,3636,(302) 629-6611,2580,2012,"1,203,870.11"
1487640207,90001,District Hospital Partners L P,District Of Columbia,Washington,901 23rd St NW,20037,2327,(202) 715-4000,,2012,"1,811,659.28"
1487740957,90003,HOWARD UNIVERSITY HOSPITAL,District Of Columbia,Washington,2041 Georgia Ave NW,20060,1,(202) 865-6447,,2013,"1,347,831.83"
1932190626,90006,PROVIDENCE HOSPITAL,District Of Columbia,Washington,1150 Varnum St NE,20017,2104,(202) 269-7000,7374,2013,"1,897,828.86"
1083692594,100109,ADVENTIST HEALTH SYSTEM-SUNBELT INC FLORIDA HOSPITAL HEARTLAND MEDICAL,Florida,Sebring,4200 Sun N Lake Blvd,33872,1986,(863) 402-3366,,2011,"3,037,457.28"
1275511651,101300,ADVENTIST HEALTH SYSTEM-SUNBELT INC FLORIDA HOSPITAL HEARTLAND MEDICAL,Florida,Wauchula,533 W Carlton St,33873,3407,(863) 767-8342,,2011,"331,671.62"
1083692594,100109,ADVENTIST HEALTH SYSTEM-SUNBELT INC FLORIDA HOSPITAL HEARTLAND MEDICAL,Florida,Sebring,4200 Sun N Lake Blvd,33872,1986,(863) 402-3366,,2012,"2,072,598.21"
1306938071,100007,"Adventist Health System-Sunbelt, Inc",Florida,Orlando,601 East Rollins Street,32803,,(407) 200-1249,,2011,"3,302,948.70"
1306938071,100007,"Adventist Health System-Sunbelt, Inc",Florida,Orlando,601 East Rollins Street,32803,,(407) 200-1249,,2012,"2,453,801.04"
1528042884,100008,Baptist Hospital of Miami Inc,Florida,Miami,8900 N Kendall Dr,33176,2197,(786) 596-1960,,2012,"3,018,837.78"
1518024462,100140,BAPTIST MEDICAL CENTER OF NASSAU INC,Florida,Fernandina Beach,1250 S 18th St,32034,1902,(904) 321-3500,,2013,"1,257,182.57"
1821155912,100117,"BAPTIST MEDICAL CENTER OF THE BEACHES, INC",Florida,Jacksonville Beach,1350 13th Ave S,32250,3203,(904) 627-2900,,2013,"1,774,499.33"
1922052018,100121,Bartow HMA LLC,Florida,Bartow,2200 Osprey Blvd,33830,3308,(863) 519-1402,,2012,"1,194,760.00"
1720078041,100026,BAY COUNTY HEALTH SYSTEM LLC,Florida,Panama City,615 N Bonita Ave,32401,3623,(850) 747-1511,,2011,"3,259,323.76"
1720078041,100026,BAY COUNTY HEALTH SYSTEM LLC,Florida,Panama City,615 N Bonita Ave,32401,3623,(850) 747-1511,,2012,"2,411,388.63"
1699721589,100242,"Bay Hospital, Inc",Florida,Panama City,449 W 23rd St,32405,4507,(850) 769-8341,,2011,"2,001,142.68"
1699721589,100242,"Bay Hospital, Inc",Florida,Panama City,449 W 23rd St,32405,4507,(850) 769-8341,,2012,"1,339,269.30"
1154399749,100032,BAYFRONT HMA MEDICAL CENTER LLC,Florida,Saint Petersburg,701 6th St South,33701,4814,(727) 553-7066,,2012,"2,401,530.56"
1417952748,100002,"Bethesda Hospital, Inc.",Florida,Boynton Beach,2815 S Seacrest Blvd,33435,7934,(561) 737-7733,4401,2011,"3,209,785.44"
1417952748,100002,"Bethesda Hospital, Inc.",Florida,Boynton Beach,2815 S Seacrest Blvd,33435,7934,(561) 737-7733,4401,2012,"2,618,598.00"
1902826779,100168,"Boca Raton Regional Hospital, Inc.",Florida,Boca Raton,800 Meadows Road,33486,9952,(561) 955-4200,,2012,"3,893,790.16"
1437253085,101304,"CALHOUN LIBERTY HOSPITAL ASSOCIATION, INC.",Florida,Blountstown,20370 NE Burns Ave,32424,1045,(850) 674-5411,203,2012,"614,955.45"
1205886280,101302,CAMPBELLTON-GRACEVILLE HOSPITAL,Florida,Graceville,5429 College Dr,32440,1859,,,2012,"585,741.00"
1184691610,100177,"Cape Canaveral Hospital, Inc.",Florida,Rockledge,3300 Fiske Boulevard,32955,,(321) 434-5513,,2012,"1,809,135.00"
1285681908,100161,"Central Florida Regional Hospital, Inc",Florida,Sanford,1401 W Seminole Blvd,32771,6737,(407) 321-4500,,2011,"2,310,515.52"
1285681908,100161,"Central Florida Regional Hospital, Inc",Florida,Sanford,1401 W Seminole Blvd,32771,6737,(407) 321-4500,,2012,"1,704,129.63"
1649200601,100183,"CGH HOSPITAL, LTD.",Florida,Coral Gables,3100 Douglas Rd,33134,6914,(305) 445-8461,,2012,"2,225,444.20"
1578506762,100249,Citrus HMA Inc,Florida,Crystal River,6201 N Suncoast Blvd,34428,6712,(352) 795-8383,,2012,"2,262,770.00"
1083644033,100289,CLEVELAND CLINIC FLORIDA HEALTH SYSTEM,Florida,Weston,3100 Weston Rd,33331,3602,(216) 636-7407,,2011,"2,499,353.28"
1083644033,100289,CLEVELAND CLINIC FLORIDA HEALTH SYSTEM,Florida,Weston,3100 Weston Rd,33331,3602,(216) 636-7407,,2012,"1,301,047.23"
1063466589,100228,Columbia Hospital Corporation of South Broward,Florida,Plantation,8201 W Broward Blvd,33324,2701,(954) 473-6600,,2011,"2,999,278.80"
1063466589,100228,Columbia Hospital Corporation of South Broward,Florida,Plantation,8201 W Broward Blvd,33324,2701,(954) 473-6600,,2012,"2,065,500.00"
1184661266,100234,Columbia Hospital Palm Beaches Limited Partnership,Florida,West Palm Beach,2201 45th St,33407,2047,(561) 842-6141,,2011,"1,448,588.40"
1184661266,100234,Columbia Hospital Palm Beaches Limited Partnership,Florida,West Palm Beach,2201 45th St,33407,2047,(561) 842-6141,,2012,"1,431,921.48"
1104897859,100122,CRESTVIEW HOSPITAL CORPORATION,Florida,Crestview,151 E Redstone Ave,32539,5352,(850) 689-8100,,2012,"1,915,187.20"
1326078288,100258,"DELRAY MEDICAL CENTER, INC.",Florida,Delray Beach,5352 Linton Blvd,33484,6514,(561) 498-4440,,2012,"3,750,321.04"
1528387842,100175,Desoto County Hospital District,Florida,Arcadia,900 N Roberts Ave,34266,8712,(863) 494-3535,670,2012,"1,198,133.46"
1801885413,100130,District Hospital Holdings Inc,Florida,Belle Glade,39200 Hooker Hwy,33430,5368,(561) 996-6571,,2012,"429,401.14"
1952351983,100296,Doctors Hospital Inc,Florida,Coral Gables,5000 University Dr,33146,2008,(786) 308-3401,,2012,"2,024,379.78"
1427092006,100106,DOCTORS MEMORIAL HOSPITAL INC,Florida,Perry,333 N Byron Butler Pkwy,32347,2300,(850) 584-0800,,2011,"1,143,497.04"
1427092006,100106,DOCTORS MEMORIAL HOSPITAL INC,Florida,Perry,333 N Byron Butler Pkwy,32347,2300,(850) 584-0800,,2012,"865,500.00"
1881648392,100239,"Edward White Hospital, Inc.",Florida,St Petersburg,2323 9th Ave N,33713,6832,(727) 323-1111,,2011,"1,600,845.12"
1881648392,100239,"Edward White Hospital, Inc.",Florida,St Petersburg,2323 9th Ave N,33713,6832,(727) 323-1111,,2012,"1,272,078.45"
1639122864,100267,"Englewood Community Hospital, Inc.",Florida,Englewood,700 Medical Blvd,34223,3964,(941) 475-6571,,2011,"2,113,051.50"
1639122864,100267,"Englewood Community Hospital, Inc.",Florida,Englewood,700 Medical Blvd,34223,3964,(941) 475-6571,,2012,"1,453,896.00"
1417901406,100236,"Fawcett Memorial Hospital, Inc.",Florida,Port Charlotte,21298 Olean Blvd,33952,6705,(941) 629-1181,,2011,"3,034,545.48"
1417901406,100236,"Fawcett Memorial Hospital, Inc.",Florida,Port Charlotte,21298 Olean Blvd,33952,6705,(941) 629-1181,,2012,"2,325,764.88"
1851346787,101312,"Fishermen's Hospital, Inc.",Florida,Marathon,3301 Overseas Hwy,33050,2329,(305) 289-6401,,2012,"181,832.06"
1144211020,100090,FLAGLER HOSPITAL INC,Florida,St Augustine,400 Health Park Blvd,32086,5784,(904) 819-5155,4475,2013,"3,016,149.00"
1235196510,100128,Florida Health Sciences Center Inc,Florida,Tampa,1 Tampa General Circle,33606,3571,(813) 844-7000,,2012,"2,647,455.12"
1821019571,100057,Florida Hospital Waterman Inc,Florida,Tavares,1000 Waterman Way,32778,5266,(352) 253-3333,3701,2011,"3,271,007.48"
1821019571,100057,Florida Hospital Waterman Inc,Florida,Tavares,1000 Waterman Way,32778,5266,(352) 253-3333,3701,2012,"2,331,011.10"
1346354677,100046,Florida Hospital Zephyrhills Inc,Florida,Zephyrhills,7050 Gall Blvd,33541,1347,(813) 788-0411,1612,2011,"2,553,651.36"
1346354677,100046,Florida Hospital Zephyrhills Inc,Florida,Zephyrhills,7050 Gall Blvd,33541,1347,(813) 788-0411,1612,2012,"2,075,619.42"
1639128820,100223,"Fort Walton Beach Medical Center, Inc.",Florida,Ft Walton Beach,1000 Mar Walt Dr,32547,6708,(850) 862-1111,,2011,"2,278,005.10"
1639128820,100223,"Fort Walton Beach Medical Center, Inc.",Florida,Ft Walton Beach,1000 Mar Walt Dr,32547,6708,(850) 862-1111,,2012,"1,659,436.20"
1518911031,100180,"Galen of Florida, Inc.",Florida,St Petersburg,6500 38th Ave N,33710,1629,(727) 384-1414,,2011,"2,050,347.40"
1518911031,100180,"Galen of Florida, Inc.",Florida,St Petersburg,6500 38th Ave N,33710,1629,(727) 384-1414,,2012,"1,421,226.26"
1669427258,100243,"Galencare, Inc.",Florida,St Petersburg,6000 49th St N,33709,2114,(727) 521-4411,,2011,"3,198,477.42"
1205880945,100238,"Galencare, Inc.",Florida,St Petersburg,6000 49th St N,33709,2114,(727) 521-4411,,2011,"2,558,574.46"
1205880945,100238,"Galencare, Inc.",Florida,St Petersburg,6000 49th St N,33709,2114,(727) 521-4411,,2012,"1,826,927.79"
1669427258,100243,"Galencare, Inc.",Florida,St Petersburg,6000 49th St N,33709,2114,(727) 521-4411,,2012,"2,280,372.35"
1578518403,100137,Haines City HMA LLC,Florida,Davenport,40100 Highway 27,33837,5906,(863) 419-2259,,2012,"2,251,193.04"
1811991227,100017,Halifax Hospital Medical Center,Florida,Daytona Beach,303 N Clyde Morris Blvd,32114,2709,(386) 254-4000,,2012,"3,110,937.28"
1013961838,100264,"HCA Health Services of Florida, Inc.",Florida,Port St Lucie,1800 SE Tiffany Ave,34952,7521,(772) 335-4000,,2011,"3,564,870.96"
1992759419,100256,"HCA Health Services of Florida, Inc.",Florida,Port St Lucie,1800 SE Tiffany Ave,34952,7521,(772) 335-4000,,2011,"3,362,382.92"
1114964244,100213,"HCA Health Services of Florida, Inc.",Florida,Port St Lucie,1800 SE Tiffany Ave,34952,7521,(772) 335-4000,,2011,"3,250,501.80"
1538115696,100260,"HCA Health Services of Florida, Inc.",Florida,Port St Lucie,1800 SE Tiffany Ave,34952,7521,(772) 335-4000,,2011,"2,886,995.28"
1013961838,100264,"HCA Health Services of Florida, Inc.",Florida,Port St Lucie,1800 SE Tiffany Ave,34952,7521,(772) 335-4000,,2012,"2,541,314.16"
1114964244,100213,"HCA Health Services of Florida, Inc.",Florida,Port St Lucie,1800 SE Tiffany Ave,34952,7521,(772) 335-4000,,2012,"2,364,513.84"
1538115696,100260,"HCA Health Services of Florida, Inc.",Florida,Port St Lucie,1800 SE Tiffany Ave,34952,7521,(772) 335-4000,,2012,"2,155,537.89"
1992759419,100256,"HCA Health Services of Florida, Inc.",Florida,Port St Lucie,1800 SE Tiffany Ave,34952,7521,(772) 335-4000,,2012,"2,475,231.48"
1710984299,100081,HEALTHMARK OF WALTON INC.,Florida,Defuniak Springs,4413 US Highway 331 S,32435,6307,(850) 951-4500,,2013,"1,202,200.00"
1215960315,101309,Hendry County Hospital Authority,Florida,Clewiston,524 W Sagamore Ave,33440,3514,(863) 902-3000,500,2012,"2,021,077.47"
1588695514,100071,Hernando HMA LLC,Florida,Brooksville,17240 Cortez Blvd,34601,8921,(352) 796-5111,,2011,"2,312,967.60"
1588695514,100071,Hernando HMA LLC,Florida,Brooksville,17240 Cortez Blvd,34601,8921,(352) 796-5111,,2012,"1,699,721.42"
1528015302,100124,HMA Santa Rosa Medical Center LLC,Florida,Milton,6002 Berryhill Rd,32570,5062,(850) 626-5100,,2012,"1,174,279.76"
1366431702,101307,Holmes County Hospital Corporation,Florida,Bonifay,2600 Hospital Drive,32425,,(850) 547-8000,,2011,"867,100.54"
1295702728,100019,Holmes Regional Medical Center,Florida,Melbourne,1350 S Hickory St,32901,3278,(321) 434-7000,,2012,"4,120,882.38"
1386940823,100316,Holmes Regional Medical Center,Florida,Melbourne,1350 S Hickory St,32901,3278,(321) 434-7000,,2012,"1,861,725.12"
1578547865,100125,Homestead Hospital Inc,Florida,Homestead,975 Baptist Way,33033,7600,(786) 243-8000,,2012,"1,634,078.40"
1538108725,100142,JACKSON COUNTY HOSPITAL DISTRICT,Florida,Marianna,4250 Hospital Dr,32446,1917,(850) 526-2200,2644,2011,"1,372,444.08"
1538108725,100142,JACKSON COUNTY HOSPITAL DISTRICT,Florida,Marianna,4250 Hospital Dr,32446,1917,(850) 526-2200,2644,2012,"1,336,792.08"
1326085424,100080,JFK Medical Center Limited Partnership,Florida,Atlantis,5301 S Congress Ave,33462,1149,(561) 965-7300,,2011,"3,804,283.44"
1326085424,100080,JFK Medical Center Limited Partnership,Florida,Atlantis,5301 S Congress Ave,33462,1149,(561) 965-7300,,2012,"2,858,468.00"
1295721090,100253,JUPITER MEDICAL CENTER,Florida,Jupiter,1210 S Old Dixie Hwy,33458,7205,(561) 747-2234,3454,2012,"2,366,409.80"
1710931522,100209,"Kendall Healthcare Group, Ltd.",Florida,Miami,11750 Bird Rd,33175,3530,(305) 227-5500,,2011,"3,042,174.66"
1710931522,100209,"Kendall Healthcare Group, Ltd.",Florida,Miami,11750 Bird Rd,33175,3530,(305) 227-5500,,2012,"2,376,428.16"
1619922077,100150,Key West HMA LLC,Florida,Key West,5900 College Rd,33040,4342,(305) 294-9200,,2012,"993,726.24"
1386743045,100102,"Lake Shore HMA, LLC",Florida,Lake City,368 NE Franklin St,32055,3088,(386) 754-8000,,2012,"1,360,280.58"
1033180195,100099,Lake Wales Hospital Corporation,Florida,Lake Wales,410 S 11th St,33853,4203,(863) 676-1433,,2012,"1,751,276.80"
1144228446,100157,"Lakeland Regional Medical Center, Inc.",Florida,Lakeland,1324 Lakeland Hills Blvd,33805,4543,(863) 687-1299,,2012,"3,566,674.98"
1730179714,100299,Lakewood Ranch Medical Center,Florida,Bradenton,8330 Lakewood Ranch Blvd,34202,5174,(941) 728-2100,,2012,"1,212,485.40"
1144274879,100248,"Largo Medical Center, Inc.",Florida,Largo,201 14th St SW,33770,3133,(727) 588-5200,,2011,"3,588,983.04"
1144274879,100248,"Largo Medical Center, Inc.",Florida,Largo,201 14th St SW,33770,3133,(727) 588-5200,,2012,"2,585,582.52"
1952311243,100181,Larkin Community Hospital INC,Florida,South Miami,7031 SW 62nd Avenue,33143,,(305) 284-7585,,2011,"2,075,089.38"
1952311243,100181,Larkin Community Hospital INC,Florida,South Miami,7031 SW 62nd Avenue,33143,,(305) 284-7585,,2012,"1,421,838.00"
1568409647,100246,LAWNWOOD MEDICAL CENTER INC,Florida,Fort Pierce,1700 S 23rd St,34950,4803,(772) 461-4000,,2011,"2,800,186.62"
1568409647,100246,LAWNWOOD MEDICAL CENTER INC,Florida,Fort Pierce,1700 S 23rd St,34950,4803,(772) 461-4000,,2012,"1,994,541.30"
