PROVIDER NPI,PROVIDER CCN,PROVIDER - ORG NAME,PROVIDER STATE,PROVIDER CITY,PROVIDER  ADDRESS,PROVIDER ZIP 5 CD,PROVIDER ZIP 4 CD,PROVIDER PHONE NUM,PROVIDER PHONE EXT,PROGRAM YEAR 2011,PROGRAM YEAR 2012,PROGRAM YEAR 2013,geo.provider,geo.updated_at,geo.data.types.0,geo.data.geometry.location.lat,geo.data.geometry.location.lng,general.hospital_type,general.hospital_owner,general.emergency_services,general.country_name,hcahps.survey_response_rate_percent,hcahps.number_of_completed_surveys,hcahps.percent_of_patients_who_reported_yes_they_would_definitely_recommend_the_hospital_
1891792495,"180020","Appalachian Regional Healthcare, Inc.","Kentucky","Middlesboro","3600 West Cumberland Avenue","40965","",8592262440,447,"FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"30","300 or more","67"
1851346720,"180009","Ashland Hospital Corporation","Kentucky","Ashland","2201 Lexington Ave","41101","2843",6064084000,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"23","300 or more","76"
1306925540,"180138","Baptist Healthcare Affiliates, Inc.","Kentucky","LA Grange","1025 New Moody Ln","40031","9154",5022225388,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"28","300 or more","70"
1265539498,"180130","Baptist Healthcare System Inc","Kentucky","Louisville","4000 Kresge Way","40207","",5028978100,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"41","300 or more","80"
1538244918,"180103","Baptist Healthcare System Inc","Kentucky","Lexington","1740 Nicholasville Rd","40503","1431",5028965042,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"36","300 or more","83"
1730264128,"180104","Baptist Healthcare System Inc","Kentucky","Paducah","2501 Kentucky Avenue","42003","",2705752139,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"34","300 or more","78"
1902865389,"180080","Baptist Healthcare System Inc","Kentucky","Corbin","1 Trilium Way","40701","",5028965042,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"29","300 or more","69"
1427132158,"180046","Bourbon Community Hospital LLC","Kentucky","Paris","9 Linville Dr","40361","2129",8599873600,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"29","Between 100 and 299","61"
1043293608,"180013","BOWLING GREEN WARREN COUNTY COMMUNITY HOSPITAL CORPORATION","Kentucky","Bowling Green","250 Park St","42101","1760",2707451001,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"38","300 or more","75"
1104828383,"181319","Breckinridge Memorial Hospital, Inc.","Kentucky","Hardinsburg","1011 Old Highway 60","40143","2519",2707560700,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
1437156346,"180036","BS-OLBH INC","Kentucky","Ashland","1000 Saint Christopher Dr","41101","7034",6068333333,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"35","300 or more","79"
1407829567,"181309","Casey County Hospital District","Kentucky","Liberty","187 Wolford Ave","42539","3187",6067876275,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
1316939689,"180106","Clinton County Hospital, Inc.","Kentucky","Albany","723 Burkesville Rd","42602","1654",6063876421,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"47","300 or more","82"
1083759633,"180056","Community United Methodist Hospital Inc","Kentucky","Henderson","1305 N Elm St","42420","2783",2708277700,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"26","300 or more","64"
1174511620,"181306","Community United Methodist Hospital Inc","Kentucky","Morganfield","4604 US Highway 60 West","42437","6515",2703895000,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Church",true,,"28","Between 100 and 299","67"
1245209790,"180095","Crittenden County Hospital","Kentucky","Marion","520 W Gum St","42064","1516",2709651164,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"27","Between 100 and 299","67"
1073567608,"181317","Cumberland County Hospital Association Incorporation","Kentucky","Burkesville","Box 280, 299 Glasgow Rd","42717","9696",2708642511,449,"TRUE","FALSE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Other",true,,,"Not Available",
1932254265,"181315","EPHRAIM MCDOWELL HEALTH","Kentucky","Stanford","110 Metker Trail","40484","1230",8592391000,3442,"FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,"26","Between 100 and 299","70"
1821135963,"180048","Ephraim McDowell Regional Medical Center Incorporated","Kentucky","Danville","217 S 3rd St","40422","1823",8592391000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"33","300 or more","70"
1881726347,"180053","Fleming County Hospital","Kentucky","Flemingsburg","55 Foundation Drive","41041","",6068495000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"31","Between 100 and 299","76"
1427095488,"180127","Frankfort Hospital, Inc.","Kentucky","Frankfort","299 Kings Daughters Dr","40601","6514",5028755240,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"30","300 or more","60"
1326107319,"180101","Georgetown Community Hospital LLC","Kentucky","Georgetown","1140 Lexington Rd","40324","9330",5028681100,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"30","300 or more","70"
1114929494,"180070","GRAYSON COUNTY HOSPTIAL FOUNDATION INC","Kentucky","Leitchfield","910 Wallace Ave","42754","1418",2702599400,508,"TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"28","300 or more","68"
1871547703,"180124","Greenview Hospital, Inc.","Kentucky","Bowling Green","1801 Ashley Cir","42104","3362",2707931000,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"40","300 or more","74"
1619931466,"180012","Hardin Memorial Hospital","Kentucky","Elizabethtown","913 N Dixie Ave","42701","2503",2707061607,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Local",true,,"34","300 or more","65"
1629084702,"180079","Harrison Memorial Hospital","Kentucky","Cynthiana","1210 Ky Highway 36 E","41031","7498",8592342300,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"36","300 or more","70"
1194818138,"180005","Highlands Hospital Corp","Kentucky","Prestonsburg","5000 Ky Route 321","41653","9113",6068868511,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"17","300 or more","61"
1427029941,"180117","HOSPITAL OF FULTON INC","Kentucky","Fulton","2000 Holiday Lane","42041","",2706536277,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"31","Between 100 and 299","64"
1063484483,"180128","HOSPITAL OF LOUISA, INC.","Kentucky","Louisa","Highway 644","41230","",6066389451,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Proprietary",true,,"26","300 or more","69"
1346247962,"180139","Jackson Hospital Corporation","Kentucky","Jackson","540 Jett Dr","41339","9622",6066666000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"27","300 or more","66"
1902862824,"181302","JAMES B. HAGGIN MEMORIAL HOSPITAL","Kentucky","Harrodsburg","464 Linden Ave","40330","1882",8597334805,"","FALSE","FALSE","TRUE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Other",true,,,"Not Available",
1225161524,"181325","Jane Todd Crawford Memorial Hospital Inc.","Kentucky","Greensburg","202-206 Milby St","42743","1136",2709324211,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Private",true,,,"Not Available",
1235139312,"180051","Jennie Stuart Medical Center","Kentucky","Hopkinsville","320 W 18th St","42240","1965",2708870100,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"21","300 or more","56"
1265490171,"181303","JMHC INC","Kentucky","Carlisle","2325 Concrete Rd","40311","9721",8592897181,181,"FALSE","FALSE","TRUE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Other",true,,,"Not Available",
1811213994,"180092","Kentucky Hospital, LLC","Kentucky","Winchester","1107 W Lexington Ave","40391","1169",8597453500,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"28","300 or more","67"
1619038247,"180132","LAKE CUMBERLAND REGIONAL HOSPITAL LLC","Kentucky","Somerset","305 Langdon Street","42502","",6066762250,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Proprietary",true,,"34","300 or more","59"
1588640254,"181320","LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC.","Kentucky","Salem","131 Hospital Dr","42078","8043",2709882299,"","FALSE","FALSE","TRUE",,,,,,"Critical Access Hospitals","Proprietary",true,,,"Not Available",
1568528594,"181327","MARSHALL COUNTY HOSPITAL DISTRICT","Kentucky","Benton","615 Old Symsonia Rd","42025","5042",2705274800,"","TRUE","FALSE","FALSE",,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
1811922347,"180043","Memorial Hospital, Inc.","Kentucky","Manchester","210 Marie Langdon Dr","40962","6388",6065981083,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"15","Between 100 and 299","58"
1053499350,"180105","MONROE MEDICAL FOUNDATION, INC.","Kentucky","Tompkinsville","529 Capp Harlan Rd","42167","1808",2704879231,1155,"FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"21","300 or more","65"
1073504981,"180027","Murray Calloway County Public Hospital Corporation","Kentucky","Murray","803 Poplar St","42071","",2707621566,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"34","300 or more","67"
1801845763,"181312","New Horizons Health Systems, Inc.","Kentucky","Owenton","330 Roland Ave.","40359","1502",5024844600,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Proprietary",true,,,"Not Available",
1629007430,"181323","Ohio County Hospital Corporation","Kentucky","Hartford","1211 Old Main St","42347","1619",2702985495,5495,"FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Proprietary",true,,"15","Between 100 and 299","64"
1285613612,"180038","Owensboro Medical Health System, Inc","Kentucky","Owensboro","811 E Parrish Ave","42303","3258",2706882000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"38","300 or more","67"
1538101688,"180078","Paintsville Hospital Company, LLC","Kentucky","Paintsville","625 JAMES TRIMBLE BLVD","41240","1055",6067893511,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"16","300 or more","60"
1285621623,"180044","Pikeville Medical Center Inc.","Kentucky","Pikeville","911 Bypass Rd","41501","1689",6062183500,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"33","300 or more","79"
1821085440,"180021","Pineville Community Hospital Association Inc.","Kentucky","Pineville","850 Riverview Rd","40977","1430",6063373051,4311,"FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"29","300 or more","71"
1104890714,"180115","Rockcastle County Hospital Inc","Kentucky","Mount Vernon","145 Newcomb Ave","40456","2733",6062562195,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"26","Between 100 and 299","73"
1154365062,"180045","St Elizabeth Medical Center, Inc","Kentucky","Florence","7380 Turfway Rd","41042","",8596551821,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"27","300 or more","67"
1467492421,"180035","St Elizabeth Medical Center, Inc","Kentucky","Covington","401 E 20th Street","41014","1583",8596551821,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"30","300 or more","76"
1740221795,"180001","St Elizabeth Medical Center, Inc","Kentucky","Ft Thomas","85 Grand Ave","41075","",8596551821,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"29","300 or more","66"
1124078696,"180018","ST. CLAIRE MEDICAL CENTER, INC.","Kentucky","Morehead","222 Medical Cir","40351","1179",6067836560,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Government - Federal",true,,"29","300 or more","69"
1689761942,"180087","Taylor County Hospital District Health Facilities Corporation","Kentucky","Campbellsville","1700 Old Lebanon Rd","42718","9615",2704653561,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"32","300 or more","74"
1447231956,"180093","The Trover Clinic Foundation Incorporated","Kentucky","Madisonville","900 Hospital Drive","42431","1644",2708255100,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"36","300 or more","62"
1518911338,"180067","University of Kentucky","Kentucky","Lexington","800 Rose Street","40536","0001",8592579521,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - State",true,,"27","300 or more","74"
1871548016,"181321","WAYNE COUNTY HOSPITAL INC","Kentucky","Monticello","166 Hospital St","42633","2416",6063489343,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Other",true,,,"Not Available",
1255300414,"190034","Abbeville General Hospital","Louisiana","Abbeville","118 N Hospital Dr","70510","4039",3378935466,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"22","Between 100 and 299","61"
1013966928,"191322","Abrom Kaplan Memorial Hospital","Louisiana","Kaplan","1310 W 7th St","70548","2910",3376438300,251,"FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,"Not Available",
1568626273,"190218","Allegiance Hospital of Many,LLC","Louisiana","Many","240 Highland Dr","71449","3718",3182565691,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"26","Between 100 and 299","58"
1982601944,"190133","ALLEN PARISH HOSPITAL DISTRICT #3","Louisiana","Kinder","108 6th Ave","70648","3519",3377389455,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"31","Fewer than 100","77"
1366506826,"190044","American Legion Hospital","Louisiana","Crowley","1305 Crowley Rayne Hwy","70526","8202",3377833222,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Federal",true,,"21","300 or more","47"
1962537407,"190065","BATON ROUGE GENERAL MEDICAL CENTER","Louisiana","Baton Rouge","8490 Picardy, Suite 300","70809","0000",2252371548,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"21","300 or more","76"
1093719932,"190013","CALCASIEU CAMERON HOSPITAL SERVICE DISTRICT","Louisiana","Sulphur","701 Cypress St","70663","",3375274362,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"29","300 or more","74"
1164750840,"190298","Central Louisiana Surgical Hospital LLC","Louisiana","Alexandria","651 N Bolton Ave","71301","7449",3184433511,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",false,,"56","300 or more","93"
1639160799,"190019","CHRISTUS Health Central Louisiana","Louisiana","Alexandria","3330 Masonic Dr","71301","3841",3184484942,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"29","300 or more","76"
1417950106,"190041","CHRISTUS Health Northern Louisiana","Louisiana","Shreveport","1 Saint Mary Pl","71101","4343",3186814500,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"29","300 or more","74"
1629076468,"190027","CHRISTUS Health Southwestern Louisiana","Louisiana","Lake Charles","524 Dr Michael Debakey Dr","70601","5725",3374917518,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"28","300 or more","71"
1144274127,"190003","Dauterive Hospital Corporation","Louisiana","New Iberia","600 N Lewis St","70563","2043",3373657311,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"27","300 or more","64"
1467455154,"190118","DeSoto Hospital Association","Louisiana","Mansfield","207 Jefferson St","71052","2603",3188724610,799,"TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"38","Between 100 and 299","70"
1407046246,"190297","DOCTORS' HOSPITAL AT DEER CREEK, LLC","Louisiana","Leesville","815 South 10th Street, P.O. Box 1391","71496","",3373925088,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Physician",false,,"41","Between 100 and 299","91"
1215939210,"190011","E.A. CONWAY MEDICAL CENTER","Louisiana","Monroe","4864 Jackson St, Hospital Administration","71202","6400",3186757737,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Government - State",true,,"15","300 or more","65"
1982695441,"190208","East Carroll Parish Hospital","Louisiana","Lake Providence","336 North Hood Street","71254","",3185594023,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"30","Between 100 and 299","65"
1538174347,"190146","East Jefferson General Hospital","Louisiana","Metairie","4200 Houma Blvd, Administration","70006","2970",5044544000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"36","300 or more","75"
1043218365,"191310","Franklin Foundation Hospital","Louisiana","Franklin","1097 Northwest Blvd","70538","3407",3378280760,1358,"FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Voluntary non-profit - Other",true,,,"Not Available",
1356399539,"190140","Franklin Parish Hospital","Louisiana","Winnsboro","2106 Loop Rd, PO Box 1300","71295","3342",3184359411,265,"FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"34","Between 100 and 299","63"
1700975083,"190257","Green Clinic Surgical Hospital, LLC","Louisiana","Ruston","1118 S Farmerville St","71270","5914",3182327700,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",false,,"57","Between 100 and 299","96"
1790094985,"190303","Hammond Surgical Hospital, L.L.C.","Louisiana","Hammond","42570 S. Airport Rd.","70403","0946",9855106200,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",false,,"37","Between 100 and 299","88"
1831183748,"190114","Homer Memorial Hospital","Louisiana","Homer","620 E College St","71040","3202",3189272024,206,"FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Local",true,,"18","Between 100 and 299","63"
1801825005,"190145","Hospital Service District #2 LaSalle Parish","Louisiana","Jena","187 NINTH ST","71342","2780",3189929200,2154,"TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"28","Between 100 and 299","71"
1710932470,"191311","HOSPITAL SERVICE DISTRICT No 1 PARISH OF AVOYELLES STATE OF LA","Louisiana","Bunkie","427 Evergreen St., P.O. Box 380","71322","1135",3183466681,300,"TRUE","FALSE","FALSE",,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,,,
1336109768,"191323","Hospital Service District No 1-A of The Parish of Richland State of La","Louisiana","Delhi","407 Cincinnati St, N/A","71232","3007",3188786430,"","FALSE","TRUE","FALSE",,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,"39","Fewer than 100","87"
1306865761,"190184","Hospital Service District No. 1 Caldwell Parish","Louisiana","Columbia","7939 Hwy 165","71418","",3186496106,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"29","Fewer than 100","82"
1417990037,"190009","HUEY P. LONG MEDICAL CENTER","Louisiana","Pineville","352 Hospital Blvd","71360","5352",3186757737,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Government - State",true,,"24","Between 100 and 299","71"
1487706214,"190160","IASIS Glenwood Regional Medical Center LP","Louisiana","West Monroe","503 McMillan Rd","71291","5327",3183294200,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"33","300 or more","70"
1285601088,"190054","Iberia General Hospital and Medical Center","Louisiana","New Iberia","2315 E Main St","70560","4031",3373747666,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"25","300 or more","77"
1093793408,"191317","Jackson Parish Hospital","Louisiana","Jonesboro","165 Beech Springs Rd","71251","",3182594435,"","TRUE","FALSE","FALSE",,,,,,"Critical Access Hospitals","Government - Hospital District or Authority",true,,"35","Between 100 and 299","63"
1265437644,"190039","Jefferson Parish Hospital Service District #1","Louisiana","Marrero","1101 Medical Center Blvd","70072","3147",5043491202,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"29","300 or more","75"
1114921160,"190053","Jennings American Legion Hospital, Inc.","Louisiana","Jennings","1634 Elton Rd","70546","3614",3376167030,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"29","300 or more","68"
1275536799,"190002","Lafayette General Medical Center Inc","Louisiana","Lafayette","1214 Coolidge Ave.","70503","2621",3372898127,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"32","300 or more","83"
1699778985,"190268","Lafayette General Surgical Hospital, LLC","Louisiana","Lafayette","1000 W Pinhook Rd","70503","2460",3372898860,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",false,,"55","Fewer than 100","94"
1295772259,"190177","Lakeview Medical Center, LLC","Louisiana","Covington","95 E Fairway Dr","70433","7500",9858673800,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"30","300 or more","70"
1912909912,"190098","Louisiana State University Health Sciences Center","Louisiana","Shreveport","1501 Kings Hwy, LSUHSC-Shreveport Hospital","71103","4228",3186755055,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - State",true,,"22","300 or more","71"
1568403111,"190005","MEDICAL CENTER OF LOUISIANA AT NEW ORLEANS","Louisiana","New Orleans","2021 Perdido St","70112","1352",5049031012,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Government - State",true,,"17","300 or more","62"
1225031495,"190245","Monroe Surgical Hospital, LLC","Louisiana","Monroe","2408 Broadmoor Blvd.","71201","",3184100002,"","TRUE","FALSE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",false,,"40","Between 100 and 299","93"
1003898313,"190116","MOREHOUSE PARISH SERVICE DISTRICT #1","Louisiana","Bastrop","323 W Walnut Ave","71220","4521",3182833601,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"34","300 or more","55"
1881665164,"190164","National Healthcare of Leesville, Inc.","Louisiana","Leesville","1020 W Fertitta Blvd","71446","4649",3182399041,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"29","300 or more","62"
1043533706,"190204","Ochsner Medical Center - Northshore, LLC","Louisiana","Slidell","100 Medical Center Dr","70461","5520",9856497070,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Private",true,,"23","300 or more","64"
1447230388,"190017","Opelousas General Health System","Louisiana","Opelousas","539 E Prudhomme St","70570","6499",3379483011,3933,"FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"21","Between 100 and 299","65"
1598766495,"190102","OUR LADY OF LOURDES REGIONAL MEDICAL CENTER,IN","Louisiana","Lafayette","4801 Ambassador Caffery Parkway","70508","6917",3374702765,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"34","300 or more","81"
1215921077,"190242","Our Lady of the Lake Ascension Community Hospital, Inc.","Louisiana","Gonzales","1125 W Highway 30","70737","5004",2256475000,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"27","300 or more","81"
1366436123,"190064","Our Lady of the Lake Hospital, Inc.","Louisiana","Baton Rouge","5000 Hennessy Blvd","70808","4375",2257656312,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Church",true,,"32","300 or more","80"
1669427563,"190246","P & S Surgery Center LLC","Louisiana","Monroe","312 Grammont St, Suite 101","71201","7457",3189986130,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Physician",false,,"54","Between 100 and 299","92"
1891873337,"190144","PHC - MINDEN LP","Louisiana","Minden","1 Medical Plaza Pl","71055","3330",3183772321,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Proprietary",true,,"31","300 or more","75"
1093876997,"190014","PHC-Morgan City LP","Louisiana","Morgan City","1125 Marguerite St","70380","1855",9853804000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"25","300 or more","60"
1053358176,"190099","Progressive Acute Care Avoyelles, LLC","Louisiana","Marksville","4231 Highway 1192","71351","4711",3182538611,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"19","Between 100 and 299","52"
1104873710,"190106","Progressive Acute Care Oakdale, LLC","Louisiana","Oakdale","130 Hospital Dr","71463","3035",3183353700,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"18","Between 100 and 299","56"
1205833241,"190090","pROGRESSIVE ACUTE CARE WINN LLC","Louisiana","Winnfield","301 W Boundary Ave","71483","3427",3186483000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"17","Between 100 and 299","46"
1477500015,"190026","Rapides Healthcare System, L.L.C.","Louisiana","Alexandria","211 4th St","71301","8421",3187693000,"","TRUE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"29","300 or more","73"
1255370144,"190151","RICHLAND PARISH HOSPITAL SERVICE DISTRICT NO 1-B","Louisiana","Rayville","254 Highway 3048","71269","3624",3187284181,314,"FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"32","Between 100 and 299","71"
1093745986,"190175","River Parishes Hospital LLC","Louisiana","LA Place","500 Rue De Sante","70068","5418",9856527000,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Proprietary",true,,"22","300 or more","65"
1700874062,"191313","Riverside Medical Center","Louisiana","Franklinton","1900 Main St","70438","3688",9858394431,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1285765107,"190086","RUSTON LOUISIANA HOSPITAL COMPANY LLC","Louisiana","Ruston","401 E Vaughn Ave","71270","5950",6154657016,"","FALSE","FALSE","TRUE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"28","300 or more","64"
1578568481,"190040","Slidell Memorial Hospital","Louisiana","Slidell","1001 Gause Blvd","70458","2939",9856432200,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Government - Hospital District or Authority",true,,"29","300 or more","75"
1972549855,"190060","Southwest Louisiana Hospital Association","Louisiana","Lake Charles","1701 Oak Park Blvd","70601","8911",3374943200,"","FALSE","TRUE","FALSE",,,,,,"Acute Care Hospitals","Voluntary non-profit - Other",true,,"25","300 or more","73"
