PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES
050698,01-JUL-10,30-JUN-11,Settled,SAN DIEGO HOSPICE ACUTE CARE CTR        ,4311 THIRD AVENUE                       ,,SAN DIEGO                               ,CA                                      ,92103                                   ,,,,,,,,,,,,,,,,,,,,,
050704,01-JUL-10,30-JUN-11,Amended,MISSION COMMUNITY HOSPITAL              ,14850 ROSCOE BOULEVARD                  ,,PANORAMA CITY                           ,CA                                      ,91402                                   ,LOS ANGELES                             ,,,,11291287,,,.5445,,,120,43800,14828,15350,35417,,444.8,,2722,2771,7169
050717,01-JUL-10,30-JUN-11,As Submitted,RANCHO LOS AMIGOS NATL.REHAB.CTR.       ,7601 E. IMPERIAL HIGHWAY                ,,DOWNEY                                  ,CA                                      ,90242-3496                              ,LOS ANGELES                             ,65471,,,732195,,,.4013,97472,35345,164,59860,3459,16840,36795,11.54,1180.7,29.87,218,646,2349
050732,01-SEP-10,31-AUG-11,Settled,FRESNO HEART AND SURGICAL HOSPITAL      ,15 EAST AUDUBON DRIVE                   ,,FRESNO                                  ,CA                                      ,93720-                                  ,FRESNO                                  ,,,,,,,,,,57,20805,4256,7,10711,,380.07,,1110,5,6857
050735,01-JUL-10,30-JUN-11,As Submitted,WHITTIER HOSPITAL MEDICAL CENTER        ,15151 JANINE DRIVE                      ,,WHITTIER                                ,CA                                      ,90605                                   ,LOS ANGELES                             ,,,,5763268,,,.4582,,,156,56940,6787,6817,29921,,538.64,,1512,1563,7649
050736,01-JUL-10,30-JUN-11,Amended,MONTEREY PARK HOSPITAL                  ,900 S. ATLANTIC BLVD                    ,,MONTEREY PARK                           ,CA                                      ,91754-                                  ,LOS ANGELES                             ,,,,4672751,,,.6902,,,101,36865,4659,7327,20533,,291.72,,976,1537,4934
050737,01-JUL-10,30-JUN-11,Amended,GARFIELD MEDICAL CENTER                 ,525 N GARFIELD AVE.                     ,,MONTERAY PARK                           ,CA                                      ,91754                                   ,LOS ANGELES                             ,,,,22578160,,,.7528,,,182,69350,20225,15519,59060,,944.48,,3103,2580,11383
050738,01-JUL-10,30-JUN-11,Settled,GREATER EL MONTE COMMUNITY HOSPITAL     ,1701 SANTA ANITA AVE                    ,,SOUTH EL MONTE                          ,CA                                      ,91733                                   ,LOS ANGELES                             ,,,,4029260,,,.7195,,,104,37960,3127,5723,15388,,265.78,,594,1334,4227
050768,07-SEP-10,31-AUG-11,As Submitted,ANAHEIM GENERAL HOSPITAL                ,3350 W BALL ROAD                        ,,ANAHEIM                                 ,CA                                      ,92804-                                  ,ORANGE                                  ,,,,711229,,,.3259,,,112,40880,1846,639,3332,,191.04,,279,145,750
051300,01-JUL-10,30-JUN-11,Settled,EASTERN PLUMAS HEALTH CARE              ,500 FIRST AVENUE                        ,,PORTOLA                                 ,CA                                      ,96122-9406                              ,PLUMAS                                  ,,,,,,,,,,10,3650,930,150,1353,,142.6,,236,66,392
051301,01-JUL-10,30-JUN-11,Settled,TEHACHAPI VALLEY HOSITAL DIST.          ,115 W. E ST.                            ,1900                                    ,TEHACHAPI                               ,CA                                      ,93561-1900                              ,KERN                                    ,,,,,,,,,,25,9125,527,4401,6958,,163.7,,94,23,206
051302,01-JUL-10,30-JUN-11,Settled,SOUTHERN INYO HOSPITAL                  ,501 E. LOCUST STREET                    ,,LONE PINE                               ,CA                                      ,93545-                                  ,INYO  CA                                ,,,,,,,,,,4,1460,98,5,166,,79.15,,26,1,52
051303,01-JUL-10,30-JUN-11,Settled w/Audit,SOUTHERN MONO HEALTH CARE DISTRICT      ,85 SIERRA PARK ROAD                     ,660                                     ,MAMMOTH LAKES                           ,CA                                      ,93546-                                  ,MONO                                    ,,,,,,,,,,15,5475,263,242,1642,,226.35,,87,113,644
051304,01-JUL-10,30-JUN-11,Reopened,JOHN C. FREMONT HEALTHCARE DISTRICT     ,5189 HOSPITAL ROAD                      ,216                                     ,MARIPOSA                                ,CA                                      ,95338-                                  ,MARIPOSA                                ,,,,,,,,,,18,6570,769,27,4625,,132.8,,138,9,214
051305,01-JUL-10,30-JUN-11,Settled,MAYERS MEMORIAL HOSPITAL                ,43563 HIGHWAY 299 EAST                  ,459                                     ,FALL RIVER MILLS                        ,CA                                      ,96028-                                  ,SHASTA                                  ,,,,,,,,,,22,8030,962,218,1598,,147.85,,170,148,448
051306,01-JUL-10,30-JUN-11,Settled,GLENN MEDICAL CENTER                    ,1133 WEST SYCAMORE STREET               ,,WILLOWS                                 ,CA                                      ,95988-                                  ,GLENN                                   ,,,,,,,,,,15,5475,902,148,1376,,89.02,,190,49,362
051307,01-JUL-10,30-JUN-11,Settled,CATALINA ISLAND MEDICAL CENTER          ,100 FALLS CANYON ROAD                   ,,AVALON                                  ,CA                                      ,90704                                   ,LOS ANGELES                             ,,,,,,,,,,8,2920,59,854,965,,36.54,,12,,23
051308,01-JUL-10,30-JUN-11,Settled,SURPRISE VALLEY HEALTH CARE DISTRICT    ,MAIN AND WASHINGTON                     ,246                                     ,CEDARVILLE                              ,CA                                      ,96104                                   ,MODOC                                   ,,,,,,,,,,4,1460,299,174,555,,26.27,,15,1,18
051309,01-JUL-10,30-JUN-11,Settled,JEROLD PHELPS COMMUNITY HOSPITAL        ,733 CEDAR STREET                        ,,GARBERVILLE                             ,CA                                      ,95442-                                  ,HUMBOLDT                                ,,,,,,,,,,9,3285,592,170,820,,38.21,,26,8,48
051311,01-JUL-10,30-JUN-11,Settled,BIGGS-GRIDLEY MEMORIAL HOSPITAL         ,240 SPRUCE STREET                       ,,GRIDLEY                                 ,CA                                      ,95948-                                  ,BUTTE                                   ,,,,,,,,,,24,8760,2456,376,4405,,123.69,,451,127,825
051312,01-JUL-10,30-JUN-11,Settled,MOUNTAINS COMMUNITY HOSPITAL            ,29101 HOSPITAL ROAD                     ,,LAKE ARROWHEAD                          ,CA                                      ,92352-                                  ,SAN BERNARDINO                          ,,,,,,,,,,17,6205,555,118,1193,,97.15,,74,37,237
051314,01-JUL-10,30-JUN-11,Settled,KERN VALLEY HEALTHCARE DISTRICT         ,6412 LAUREL AVENUE                      ,,LAKE ISABELLA                           ,CA                                      ,93240-                                  ,KERN                                    ,,,,,,,,,,25,9125,1738,617,3302,,131.51,,333,77,833
051318,01-JUL-10,30-JUN-11,Settled w/Audit,REDWOOD MEMORIAL HOSPITAL               ,3300 RENNER DRIVE                       ,,FORTUNA                                 ,CA                                      ,95440                                   ,HUMBOLDT                                ,,,,,,,,,,25,9125,2864,1479,6079,,194.7,,578,403,1533
051319,01-JUL-10,30-JUN-11,Amended,MERCY MEDICAL CENTER MT SHASTA          ,914 PINE STREET                         ,P.O. BOX 238                            ,MT. SHASTA                              ,CA                                      ,96016                                   ,SISKIYOU                                ,,,,,,,,,,25,9125,1779,615,3523,,206.13,,530,229,1218
051323,01-JUL-10,30-JUN-11,Settled,COLORADO RIVER MEDICAL CENTER           ,1401 BAILEY AVE.                        ,,NEEDLES                                 ,CA                                      ,92363                                   ,SAN BERNARDINO                          ,,,,,,,,,,25,9125,479,200,1215,,61,,132,69,382
051324,01-JUL-10,30-JUN-11,Settled,NORTHERN INYO HOSPITAL                  ,150 PIONEER LANE                        ,,BISHOP                                  ,CA                                      ,93514                                   ,INYO                                    ,,,,,,,,,,25,9125,1295,1049,2987,,274.88,,352,442,795
051325,01-JUL-10,30-JUN-11,Settled,MENDOCINO COAST DISTRICT HOSPITAL       ,700 RIVER ROAD                          ,,FORT BRAGG                              ,CA                                      ,95437-                                  ,MENDOCINO COUNTY  CA                    ,,,,,,,,,,25,9125,4083,1037,6328,,230.16,,587,385,1319
051326,01-JUL-10,30-JUN-11,Settled,PLUMAS DISTRICT HOSPITAL CAH            ,1065 BUCKS LAKE RD.                     ,,QUINCY                                  ,CA                                      ,95971-                                  ,PLUMAS                                  ,,,,,,,,,,24,8760,656,254,1334,,125.43,,216,115,495
051327,01-JUL-10,30-JUN-11,Settled,SENECA DISTRICT HOSPITAL                ,130 BRENTWOOD DRIVE                     ,,CHESTER                                 ,CA                                      ,96020-                                  ,PLUMAS  CA                              ,,,,,,,,,,10,3650,898,78,1082,,64.14,,165,27,231
051328,01-JUL-10,30-JUN-11,Settled,TAHOE FOREST HOSPITAL                   ,10121 PINE AVENUE                       ,759                                     ,TRUCKEE                                 ,CA                                      ,96160-                                  ,NEVADA                                  ,,,,,,,,,,35,12775,1711,885,6083,,334.43,,433,302,1809
051330,01-JUL-10,30-JUN-11,Settled,MODOC MEDICAL CENTER                    ,228 W. MCDOWELLENTER                    ,,ALTURAS                                 ,CA                                      ,96101-                                  ,MODOC                                   ,,,,,,,,,,16,5840,1182,158,1666,,78,,117,38,177
051332,06-AUG-10,30-JUN-11,Settled,MARK TWAIN ST. JOSEPHS HOSPITAL         ,768 MOUNTAIN RANCH ROAD                 ,,SAN ANDREAS                             ,CA                                      ,95249                                   ,CALAVERAS                               ,,,,,,,,,,25,8225,2495,531,4588,,195.01,,667,189,1234
051991,01-JUL-10,30-JUN-11,Settled,BROADVIEW  INC.                         ,4570 GRIFFIN AVENUE                     ,,LOS ANGELES                             ,CA                                      ,90031-1422                              ,LOS ANGELES                             ,,,,,,,,,,14,5110,1720,,3251,,24.11,,53,,68
052031,01-SEP-10,31-AUG-11,Settled,BARLOW RESPIRATORY HOSPITAL             ,2000 STADIUM WAY                        ,,LOS ANGELES                             ,CA                                      ,90026-2696                              ,LOS ANGELES                             ,,,,,,,,,,105,38325,17936,3102,25254,,310.68,,632,71,791
052032,01-SEP-10,31-AUG-11,Settled,KINDRED HOSPITAL LOS ANGELES            ,5525 WEST SLAUSON AVENUE                ,,LOS ANGELES                             ,CA                                      ,90056                                   ,LOS ANGELES                             ,,,,,,,,,,81,29565,21710,,27727,,269.3,,800,,933
052033,01-SEP-10,31-AUG-11,Settled,KINDRED HOSPITAL SACRAMENTO             ,330 MONTROSE DRIVE                      ,,FOLSOM                                  ,CA                                      ,95630                                   ,SACRAMENTO                              ,,,,,,,,,,39,14235,6322,,12683,,133.9,,210,,355
052034,01-SEP-10,31-AUG-11,Settled,KINDRED HOSP SAN FRANCISCO BAY AREA     ,2800 BENEDICT DRIVE                     ,,SAN LEANDRO                             ,CA                                      ,94577                                   ,ALAMEDA                                 ,,,,,,,,,,99,36135,9412,729,16582,,194.4,,287,20,481
052035,01-SEP-10,31-AUG-11,Settled,KINDRED HOSPITAL WESTMINSTER            ,200 HOSPITAL CIRCLE                     ,,WESTMINSTER                             ,CA                                      ,92683                                   ,ORANGE                                  ,,,,,,,,,,109,39785,23647,50,35352,,351.1,,849,1,1098
052036,01-SEP-10,31-AUG-11,Settled,KINDRED HOSPITAL SAN DIEGO              ,1940 EL CAJON BOULEVARD                 ,,SAN DIEGO                               ,CA                                      ,92104                                   ,SAN DIEGO                               ,,,,,,,,,,70,25550,12943,164,17336,,188.6,,519,7,639
052037,01-SEP-10,31-AUG-11,Settled,KINDRED HOSPITAL ONTARIO                ,550 NORTH MONTEREY AVENUE               ,,ONTARIO                                 ,CA                                      ,91764                                   ,SAN BERNARDINO                          ,,,,,,,,,,91,33215,19879,67,28495,,288.1,,795,4,1122
052038,01-SEP-10,31-AUG-11,Settled,KINDRED HOSPITAL LA MIRADA              ,14900 E. IMPERIAL HIGHWAY               ,,LA MIRADA                               ,CA                                      ,90638                                   ,LOS ANGELES                             ,,,,,,,,,,216,78840,48752,47,59323,,562.5,,1957,3,2236
052039,01-SEP-10,31-AUG-11,Settled,KINDRED HOSPITAL BREA                   ,875 NORTH BREA BOULEVARD                ,,BREA                                    ,CA                                      ,92821                                   ,ORANGE                                  ,,,,,,,,,,48,17520,10056,323,15079,,147.5,,373,2,480
052043,01-JUL-10,30-JUN-11,As Submitted,KENTFIELD REHAB. HOSPITAL               ,1125 SIR FRANCIS DRAKE DRIVE            ,,KENTFIELD                               ,CA                                      ,94914-                                  ,MARIN                                   ,,,,,,,,,,60,21900,8037,581,18787,,,,228,5,431
052046,01-JUL-10,30-JUN-11,Settled,PROMISE HOSP OF EAST LOS ANGELES        ,443 S SOTO STREET                       ,,LOS ANGELES                             ,CA                                      ,90033                                   ,LOS ANGELES                             ,,,,,,,,,,213,77745,40892,,50304,,623.09,,1410,,1527
052053,01-SEP-10,31-AUG-11,Settled,NEWPORT SPECIALTY HOSPITAL              ,14662 NEWPORT AVE                       ,,TUSTIN                                  ,CA                                      ,92780-                                  ,ORANGE                                  ,,,,,,,,,,135,49275,9628,37,9870,,191.63,,316,1,365
052054,01-MAY-10,30-APR-11,Settled,MONROVIA MEMORIAL HOSPITAL              ,323 S. HELIOTROPE AVENUE                ,,MONROVIA                                ,CA                                      ,91016-                                  ,LOS ANGELES                             ,,,,,,,,,,49,17885,7968,,9387,,134.51,,298,,598
053037,01-JUL-10,30-JUN-11,As Submitted,SAN BERNARDINO - BALLARD REHAB HOSPI    ,1760 WEST 16TH STREET                   ,,SAN BERNARDINO                          ,CA                                      ,92411                                   ,SAN BERNARDINO                          ,,,,,,,,,,60,21900,5604,4737,14459,,127.61,,511,289,1122
053302,01-JUL-10,30-JUN-11,Reopened,CHILDRENS HOSPITAL OF LOS ANGELES       ,4650 SUNSET BLVD                        ,54700                                   ,LOS ANGELES                             ,CA                                      ,90054-0700                              ,LOS ANGELES                             ,,,,,,,,,13541,286,104390,192,54773,87985,172.76,3605.03,,31,6049,11470
053303,01-JUL-10,30-JUN-11,Settled,RADY CHILDRENS HOSPITAL SAN DIEGO       ,3020 CHILDRENS WAY                      ,,SAN DIEGO                               ,CA                                      ,92123                                   ,SAN DIEGO                               ,,,,,,,,,1174,286,104390,236,39540,76815,,2883.94,,49,8053,16253
053304,01-JUL-10,30-JUN-11,Settled,CHILDRENS HOSPITAL OF ORANGE COUNT      ,455 SOUTH MAIN STREET                   ,,ORANGE                                  ,CA                                      ,92868-3874                              ,ORANGE                                  ,,,,,,,,,392,238,86870,89,24854,59515,76.88,2090.6,,14,4299,11787
053305,01-SEP-10,31-AUG-11,Settled,LUCILE PACKARD CHILDRENS HOSPITAL       ,725 WELCH ROAD                          ,,PALO ALTO                               ,CA                                      ,94304                                   ,SANTA CLARA                             ,,,,,,,,,3579,311,113515,511,27564,89424,163,2360.14,,66,3592,12626
053306,01-JUL-10,30-JUN-11,Settled,CHILDRENS HOSPITAL AT MISSION           ,27700 MEDICAL CENTER ROAD               ,,MISSION VIEJO                           ,CA                                      ,92691                                   ,,,,,,,,,,,,,,,,,,,,,
053308,01-SEP-10,31-AUG-11,Settled,HEALTHBRIDGE CHILDRENS HOSPITAL         ,393 S TUSTIN STREET                     ,,LOS ANGELES                             ,CA                                      ,92866                                   ,,,,,,,,,,,,,,,,,,,,,
053309,01-JUL-10,30-JUN-11,Reopened,MILLER CHILDRENS HOSPITAL               ,2801 ATLANTIC AVENUE                    ,,LONG BEACH                              ,CA                                      ,90806                                   ,LOS ANGELES                             ,,,,,,,,,8920,366,125608,298,46582,90301,53.19,1943.68,,48,5990,15002
054009,01-JUL-10,30-JUN-11,Settled,RESNICK NEUROPSYCHIATRIC HOSPITAL AT    ,150 UCLA MEDICAL PLAZA                  ,,LOS ANGELES                             ,CA                                      ,90095                                   ,LOS ANGELES                             ,,,,,,,,,73228,74,27010,5739,3133,24137,54.69,330.37,,378,224,1965
054028,01-JUL-10,30-JUN-11,Settled,GATEWAYS HOSPITAL                       ,1891 EFFIE STREET                       ,,LOS ANGELES                             ,CA                                      ,90026                                   ,,,,,,,,,,,,,,,,,,,,,
054083,01-JUL-10,30-JUN-11,Settled,KEDREN COMMUNITY MENTAL HEALTH          ,4211 SOUTH AVALON BLVD                  ,,LOS ANGELES                             ,CA                                      ,90001                                   ,,,,,,,,,,,,,,,,,,,,,
054089,01-JUL-10,30-JUN-11,Settled,JEWISH HOME FOR THE AGED                ,302 SILVER AVENUE                       ,,SAN FRANCISCO                           ,CA                                      ,94112-                                  ,SAN FRANCISCO                           ,,,,,,,,,,13,4745,1328,,1869,,18.62,,78,,127
054110,01-AUG-10,31-JUL-11,Settled,FREMONT HOSPITAL                        ,39001 SUNDALE DRIVE                     ,,FREMONT                                 ,CA                                      ,94538                                   ,ALAMEDA                                 ,,,,,,,,,,96,35040,9119,2502,31263,,,,738,376,3479
054114,01-JUL-10,30-JUN-11,Settled,SAN DIEGO PSYCHIATRIC HOSPITAL          ,3853 ROSECRANS STREET                   ,,SAN DIEGO                               ,CA                                      ,92110                                   ,,,,,,,,,,,,,,,,,,,,,
054122,01-JUL-10,30-JUN-11,Settled,NAPA STATE HOSPITAL                     ,2100 NAPA-VALLEJO HIGHWAY               ,,NAPA                                    ,CA                                      ,94558-6293                              ,NAPA COUNTY                             ,,,,,,,,,,151,55115,,,9293,,140.1,,,13,13
054123,01-JUL-10,30-JUN-11,Settled,ST. JOSEPHS BEHAVIORAL HLTH CENTER      ,2510 NORTH CALIFORNIA STREET            ,,STOCKTON                                ,CA                                      ,95204                                   ,SAN JOAQUIN                             ,,,,,,,,,,35,12775,4769,,8834,,87.62,,587,,1410
054124,01-JUL-10,30-JUN-11,Settled,HUMBOLDT COUNTY - SEMPREVIRENS          ,720 WOOD STREET                         ,,EUREKA                                  ,CA                                      ,99410-                                  ,HUMBOLDT                                ,,,,,,,,,,16,5840,1042,,3931,,251.18,,142,,564
054125,01-JUL-10,30-JUN-11,Settled,SANTA BARBARA COUNTY MENTAL HEALTH      ,300 NORTH SAN ANTONIO ROAD              ,,SANTA BARBARA                           ,CA                                      ,93110                                   ,SANTA BARBARA                           ,,,,,,,,,,16,5840,802,1870,4519,,37.2,,62,163,415
054133,01-JUL-10,30-JUN-11,Settled,METROPOLITAN STATE HOSPITAL             ,11400 SO. NORWALK BLVD.                 ,,NORWALK                                 ,CA                                      ,90650                                   ,LOS ANGELES                             ,,,,,,,,,,952,347480,,,199272,,673.1,,13,495,508
054135,01-MAY-10,30-APR-11,Settled,NEWPORT BAY HOSPITAL                    ,1501 E. 16TH STREET                     ,,NEWPORT BEACH                           ,CA                                      ,92663                                   ,ORANGE                                  ,,,,,,,,,,34,12410,9858,,11151,,24.5,,732,,812
054144,01-JUL-10,30-JUN-11,Settled,LANGLEY PORTER PSYCHIATRIC HOSPTIAL     ,405 PARNASUS                            ,,SAN FRANCISCO                           ,CA                                      ,94143-0824                              ,SAN FRANCISCO                           ,,,,,,,,,200079,67,24455,1913,158,5687,34.12,158.17,,220,15,689
054146,01-JUL-10,30-JUN-11,Settled,TELECARE HERITAGE PHF                   ,2633 EAST 27TH STREET                   ,,OAKLAND                                 ,CA                                      ,94601                                   ,ALAMEDA                                 ,,,,,,,,,,26,9490,739,,7458,,54.91,,97,,1273
054147,01-SEP-10,31-AUG-11,Settled,JOYCE EISENBERG KEEFER MEDICAL CTR      ,7150 TAMPA AVE.                         ,,RESEDA                                  ,CA                                      ,91335                                   ,LOS ANGELES                             ,,,,,,,,,,10,3650,1486,,3141,,20.45,,89,,178
060008,01-JUL-10,30-JUN-11,As Submitted,SAN LUIS VALLEY REG MED CENTER          ,106 BLANCA AVENUE                       ,,ALAMOSA                                 ,CO                                      ,81101-                                  ,ALAMOSA                                 ,,,,514675,,,.12,,,49,18054,2481,2140,7300,,424.54,,707,701,2392
060012,01-JUL-10,30-JUN-11,As Submitted,ST MARY CORWIN MEDICAL CENTER           ,1008 MINNEQUA AVENUE                    ,,PUEBLO                                  ,CO                                      ,81004                                   ,PUEBLO                                  ,1396816,,,1866188,,,.0924,799846,352417,148,54020,13656,5329,31855,16.59,958.31,,2840,1137,7166
060013,01-JUL-10,30-JUN-11,As Submitted,MERCY REGIONAL MEDICAL CENTER           ,1010 THREE SPRINGS BLVD.                ,,DURANGO                                 ,CO                                      ,81301-                                  ,DURANGO                                 ,,,,533126,,,.0777,,,82,29965,3200,1579,8562,,336.44,,830,620,2284
060014,01-SEP-10,31-AUG-11,As Submitted,PRESBYTERIAN ST LUKES MEDICAL CTR       ,1719 E 19TH AVENUE                      ,,DENVER                                  ,CO                                      ,80218                                   ,DENVER                                  ,1473781,,,5870224,,,.2529,641570,171061,324,118262,12381,19608,73974,27.67,1424.86,,2149,1203,9663
060015,01-JUL-10,30-JUN-11,As Submitted,ST ANTHONY CENTRAL                      ,16000 W. 2ND PLACE                      ,,LAKEWOOD                                ,CO                                      ,80228                                   ,DENVER                                  ,355742,,,1567156,,,.0495,66565,25325,225,92181,14522,6346,53730,2.68,1307.24,,2950,913,10791
060016,01-JUL-10,30-JUN-11,Settled,ST THOMAS MORE HOSPITAL                 ,1338 PHAY                               ,,CANON CITY                              ,CO                                      ,81212                                   ,FREEMONT                                ,,,,284729,,,.0489,,,55,20075,4234,1029,8074,,345.91,,956,325,2080
060020,01-JUL-10,30-JUN-11,Amended,PARKVIEW MEDICAL CENTER                 ,400 W. 16TH STREET                      ,,PUEBLO                                  ,CO                                      ,81003-                                  ,PUEBLO                                  ,,,,4705177,,,.1212,,,280,102200,26704,11111,62456,,1876.48,,4762,2767,12489
060024,01-JUL-10,30-JUN-11,Amended,UNIVERSITY OF CO HOSPITAL               ,12606 E 16TH AVENUE                     ,,AURORA                                  ,CO                                      ,80045                                   ,ADAMS                                   ,23145346,,,11636593,,,.2102,3455263,2578624,383,138766,27649,28012,116401,305.05,3705.91,,5557,3783,21831
060031,01-JUL-10,30-JUN-11,As Submitted,PENROSE/ST. FRANCIS HEALTHCARE          ,2222 N. NEVADA                          ,,COLORADO SPRINGS                        ,CO                                      ,80933                                   ,EL PASO                                 ,528937,,,1498294,,,.0276,132560,45861,382,139430,27435,9966,85423,6.64,2100.25,,6608,1811,21025
060054,01-MAY-10,30-APR-11,As Submitted,COMMUNITY HOSPITAL                      ,2021 NORTH 12TH STREET                  ,,GRAND JUNCTION                          ,CO                                      ,81501                                   ,MESA                                    ,,,,,,,,,,46,16790,3946,84,6648,,413.08,,955,120,1943
060064,01-JUL-10,30-JUN-11,As Submitted,PORTER ADVENTIST HOSPITAL               ,2525 SOUTH DOWNING STREET               ,,DENVER                                  ,CO                                      ,80210                                   ,DENVER                                  ,,,,,,,,,,188,68620,13352,1918,35933,,1116.03,,3016,383,8643
060103,01-JUL-10,30-JUN-11,As Submitted,AVISTA ADVENTIST HOSPITAL               ,100 HEALTH PARK DRIVE                   ,,LOUISVILLE                              ,CO                                      ,80027                                   ,BOULDER                                 ,,,,806481,,,.1634,,,114,41610,2021,4868,17273,,468.83,,615,1151,4318
060104,01-JUL-10,30-JUN-11,As Submitted,ST ANTHONY NORTH                        ,2551 WEST 84TH AVENUE                   ,,WESTMINSTER                             ,CO                                      ,80030                                   ,ADAMS                                   ,1587681,,,1380026,,,.0957,431087,202809,138,50370,8120,5264,27714,22.83,667.45,,1903,1152,6709
060107,01-JUL-10,30-JUN-11,As Submitted,NATIONAL JEWISH HEALTH                  ,1400 JACKSON ST                         ,,DENVER                                  ,CO                                      ,80206-                                  ,DENVER                                  ,3187,,,,,,,8408,146395,24,8760,52,94,295,15.26,1556,,5,53,100
060112,01-JUL-10,30-JUN-11,As Submitted,SKY RIDGE MEDICAL CENTER                ,10101 RIDGEGATE PARKWAY                 ,,LONE TREE                               ,CO                                      ,80124                                   ,DOUGLAS                                 ,30080,,,,,,,3504,905,185,67525,11137,3324,50284,.27,845.14,,2643,583,12644
060113,01-JUL-10,30-JUN-11,Amended,LITTLETON ADVENTIST HOSPITAL            ,7700 SOUTH BROADWAY                     ,,LITTLETON                               ,CO                                      ,80122                                   ,ARAPAHOE                                ,,,,,,,,,,188,69049,12685,3207,44463,,937.2,,2784,651,10140
060114,01-JUL-10,30-JUN-11,Settled,PARKER ADVENTIST HOSPITAL               ,9395 CROWN CREST BLVD                   ,,PARKER                                  ,CO                                      ,80138                                   ,DOUGLAS                                 ,,,,,,,,,,136,40520,6657,3004,27909,,687.5,,1531,606,6922
060118,01-JUL-10,30-JUN-11,As Submitted,ST ANTHONY SUMMIT MEDICAL CENTER        ,HIGHWAY 9 AT PEAK ONE DRIVE             ,,FRISCO                                  ,CO                                      ,80443                                   ,SUMMIT                                  ,,,,130879,,,.0741,,,34,12410,576,812,4557,,189.23,,208,247,1457
060124,15-JUL-10,30-JUN-11,Settled,ORTHOCOLORADO HOSPITAL                  ,11650 WEST 2ND PLACE                    ,,LAKEWOOD                                ,CO                                      ,80228                                   ,JEFFERSON                               ,,,,,,,,,,48,16800,992,,3028,,129.58,,366,,1186
061308,01-JUL-10,30-JUN-11,Settled,CONEJOS COUNTY HOSPITAL                 ,19021 US HWY 285                        ,369                                     ,LA JARA                                 ,CO                                      ,81140-                                  ,CONEJOS                                 ,,,,,,,,,,17,6205,681,52,966,,61.97,,135,24,280
061991,01-JUL-10,30-JUN-11,Settled,WIDE HORIZON  INC                       ,8900 WEST 38TH AVENUE                   ,,WHEAT RIDGE                             ,CO                                      ,80033                                   ,USA                                     ,,,,,,,,,,10,3650,437,,636,,10,,22,,28
062009,01-SEP-10,31-AUG-11,Settled,KINDRED HOSPITAL DENVER                 ,1920 HIGH STREET                        ,,DENVER                                  ,CO                                      ,80218                                   ,DENVER                                  ,,,,,,,,,,68,24820,3906,197,12682,,134.3,,110,7,315
062013,01-MAY-10,30-APR-11,Settled,TRIUMPH HOSPITAL - AURORA               ,700 POTOMAC AVE.  2ND FLOOR             ,,AURORA                                  ,CO                                      ,80111                                   ,DENVER                                  ,,,,,,,,,,37,13505,2952,356,6043,,65.11,,124,6,230
064001,01-JUL-10,30-JUN-11,Settled,CO. MENTAL HEALTH INST. -  PUEBLO       ,1600 W 24TH STREET                      ,,PUEBLO                                  ,CO                                      ,81001-1411                              ,PUEBLO                                  ,,,,,,,,,405,438,163310,5857,8025,146018,.9,948.74,,146,42,1653
064003,01-JUL-10,30-JUN-11,Settled,COLORADO MENTAL HEALTH INST-FT LOGAN    ,3520 W. OXFORD AVE                      ,,DENVER                                  ,CO                                      ,80236-3120                              ,DENVER                                  ,,,,,,,,,1389,94,34310,2970,29,32421,,241.45,,91,3,573
064023,01-JUL-10,30-JUN-11,Settled,WEST SLOPE MENTAL HEALTH STABLE CNTR    ,515 28 3/4 ROAD                         ,40                                      ,GRAND JUNCTION                          ,CO                                      ,81501-                                  ,MESA                                    ,,,,,,,,,,32,11680,1543,2016,7286,,86.27,,215,684,1288
070036,01-JUL-10,30-JUN-11,Amended,JOHN DEMPSEY HOSPITAL                   ,263 FARMINGTON AVENUE                   ,,FARMINGTON                              ,CT                                      ,06030                                   ,HARTFORD                                ,16203716,,,5194141,,,.1732,3472056,1680219,176,64240,15029,4923,46892,207.25,1214.46,,3020,1659,8434
072006,01-JUL-10,30-JUN-11,Settled,DEPT. OF VETERANS AFFAIRS HOSP SERV     ,287 WEST STREET                         ,,ROCKY HILL                              ,CT                                      ,06067                                   ,HARTFORD                                ,,,,,,,,,,125,45625,137,28366,39160,,300,1.61,7,28,202
