PROVIDER NPI,PROVIDER CCN,PROVIDER STATE, PROVIDER CITY,PROVIDER  ADDRESS,PROVIDER ZIP 5 CD,PROVIDER ZIP 4 CD,PROVIDER PHONE NUM,PROVIDER PHONE EXT,PROGRAM YEAR 2011,PROGRAM YEAR 2012,geo.provider,geo.updated_at,geo.data.types.0,geo.data.geometry.location.lat,geo.data.geometry.location.lng,geo.data.formatted_address
1023062098,60032,"Colorado",,"4567 East 9thAve.",80220,3908,3037882560,"",2011,2012,"DSTK",2013-03-03T17:02:43Z,"street_address",39.731032,-104.938366,"HCA HEALTHONE LLC, 4567 East 9thAve , Denver, Colorado 80220"
1720038946,60014,"Colorado",,"1719 E. 19th Avenue",80218,1281,3034517800,"",2011,2012,"DSTK",2013-03-03T17:02:44Z,"street_address",39.746079,-104.967209,"HCA HEALTHONE LLC, 1719 E  19th Avenue, Denver, Colorado 80218"
1659325629,60112,"Colorado",,"10101 RidgeGate Parkway",80124,5522,3037882560,"",2011,2012,"DSTK",2013-03-03T17:02:44Z,"street_address",39.547938,-104.889789,"HCA HEALTHONE LLC, 10101 RidgeGate Parkway, Lonetree, Colorado 80124"
1821042979,60065,"Colorado",,"9191 Grant St",80229,4361,3034517800,"",2011,2012,"DSTK",2013-03-03T17:02:44Z,"street_address",39.839227,-104.981725,"HCA HEALTHONE LLC, 9191 Grant St, Thornton, Colorado 80229"
1396790200,60034,"Colorado",,"501 East Hampden Ave.",80113,2702,3037882560,"",2011,2012,"DSTK",2013-03-03T17:02:44Z,"street_address",39.653166,-104.984065,"HCA HEALTHONE LLC, 501 East Hampden Ave , Englewood, Colorado 80113"
1659327013,60100,"Colorado",,"1501 S. Potomac St.",80011,6716,3037882560,"",2011,2012,"DSTK",2013-03-03T17:02:44Z,"street_address",39.719644,-104.828003,"HCA HEALTHONE LLC, 1501 S  Potomac St , Aurora, Colorado 80011"
1982612065,61316,"Colorado",,"23500 US Highway 160",81089,9524,7197384586,"",2011,"","DSTK",2013-03-03T17:02:44Z,"street_address",37.624651,-104.7814,"Huerfano County Hospital District, 23500 US Highway 160, Walsenburg, Colorado 81089"
1912904814,60043,"Colorado",,"602 North 6th Street West, PO Box 578",80810,578,7197675662,2002,"",2012,"DSTK",2013-03-03T17:02:44Z,"locality",38.827259,-102.411537,"Keefe Memorial Hospital, 602 North 6th Street West, PO Box 578, Cheyenne Wells, Colorado 80810"
1619962321,61318,"Colorado",,"214 South 4th St.",80459,399,9707243149,"","",2012,"DSTK",2013-03-03T17:02:44Z,"street_address",40.057947,-106.39116,"Kremmling Memorial Hospital District, 214 South 4th St , Kremmling, Colorado 80459"
1720107519,61306,"Colorado",,"111 6th St., PO Box 248",80821,248,7197432421,"","",2012,"DSTK",2013-03-03T17:02:44Z,"locality",39.022942,-103.457864,"Lincoln Community Hospital, 111 6th St , PO Box 248, Hugo, Colorado 80821"
1417980566,60030,"Colorado",,"2000 Boise Ave",80538,5006,9706694640,"","",2012,"DSTK",2013-03-03T17:02:45Z,"street_address",40.405101,-105.053582,"McKee Medical Center, 2000 Boise Ave, Loveland, Colorado 80538"
1750392304,60119,"Colorado",,"2500 ROCKY MOUNTAIN AVE.",80538,9004,9706241200,"","",2012,"DSTK",2013-03-03T17:02:45Z,"street_address",40.412769,-105.00222,"MEDICAL CENTER OF THE ROCKIES, 2500 ROCKY MOUNTAIN AVE , LOVELAND, Colorado 80538"
1205822186,60006,"Colorado",,"800 S 3rd St",81401,4212,9702402211,"",2011,"","DSTK",2013-03-03T17:02:45Z,"street_address",38.474618,-107.877837,"MONTROSE MEMORIAL HOSPITAL, 800 S 3rd St, Montrose, Colorado 81401"
1720004450,60001,"Colorado",,"1801 16th St",80631,5154,9703524121,"","",2012,"DSTK",2013-03-03T17:02:45Z,"street_address",40.413607,-104.679959,"North Colorado Medical Center, 1801 16th St, Greeley, Colorado 80631"
1386651297,60114,"Colorado",,"9395 Crown Crest Blvd",80138,"",3032694000,"","",2012,"DSTK",2013-03-03T17:02:45Z,"street_address",39.651052,-104.934481,"PorterCare Adventist Health System, 9395 Crown Crest Blvd, Parker, Colorado 80138"
1801800594,60064,"Colorado",,"2525 S Downing St",80210,"",3037781955,"","",2012,"DSTK",2013-03-03T17:02:45Z,"street_address",39.696602,-104.973388,"PorterCare Adventist Health System, 2525 S Downing St, Denver, Colorado 80210"
1689688988,60113,"Colorado",,"7700 S. Broadway",80112,"",3037308900,"","",2012,"DSTK",2013-03-03T17:02:45Z,"street_address",39.613187,-104.983307,"PorterCare Adventist Health System, 7700 S  Broadway, Littleton, Colorado 80112"
1891709192,60103,"Colorado",,"100 Health Park Dr",80027,9583,3036731000,"","",2012,"DSTK",2013-03-03T17:02:45Z,"street_address",39.951619,-105.149121,"PorterCare Adventist Health System, 100 Health Park Dr, Louisville, Colorado 80027"
1760492714,60010,"Colorado",,"1024 S LEMAY AVE",80524,3929,9704957000,"","",2012,"DSTK",2013-03-03T17:02:46Z,"street_address",40.584424,-105.056786,"POUDRE VALLEY HEALTH CARE INC , 1024 S LEMAY AVE, Fort Collins, Colorado 80524"
1730258971,61322,"Colorado",,"1000 Rush Dr",81201,9627,7195302200,"",2011,"","DSTK",2013-03-03T17:02:46Z,"street_address",38.913934,-106.99327,"Salida Hospital District, 1000 Rush Dr, Salida, Colorado 81201"
1417946021,60028,"Colorado",,"1835 Franklin St",80218,1126,3038135300,"",2011,"","DSTK",2013-03-03T17:02:46Z,"street_address",39.719034,-104.968096,"St Joseph Hospital, 1835 Franklin St, Denver, Colorado 80218"
1942238555,60076,"Colorado",,"615 Fairhurst St",80751,4523,9705220122,"","",2012,"DSTK",2013-03-03T17:02:46Z,"street_address",40.613782,-103.215392,"Sterling Regional MedCenter, 615 Fairhurst St, Sterling, Colorado 80751"
1821074196,60027,"Colorado",,"1100 Balsam Ave",80304,3404,3034402273,"","",2012,"DSTK",2013-03-03T17:02:46Z,"street_address",40.026801,-105.292624,"The Community Hospital Association, 1100 Balsam Ave, Boulder, Colorado 80304"
1396783981,61301,"Colorado",,"0310 County Road 14",81132,8719,7196572510,1102,"",2012,"DSTK",2013-03-03T17:02:46Z,"street_address",37.77718,-106.234642,"Valley Citizens  Foundation for HealthCare, Inc , 0310 County Road 14, Del Norte, Colorado 81132"
1083640239,61309,"Colorado",,"1017 W 7th St",80758,1420,9703324811,243,"",2012,"DSTK",2013-03-03T17:02:46Z,"street_address",40.075403,-102.222512,"Wray Community Hospital Assn Inc, 1017 W 7th St, Wray, Colorado 80758"
1790787307,60049,"Colorado",,"1024 Central Park Dr",80487,8813,9708791322,"","",2012,"DSTK",2013-03-03T17:02:46Z,"street_address",40.462195,-106.820587,"Yampa Valley Medical Center, 1024 Central Park Dr, Steamboat Springs, Colorado 80487"
1619901642,70029,"Connecticut",,"41 Brewster Rd",6011,977,8605853352,"",2011,2012,"DSTK",2013-03-03T17:02:46Z,"locality",41.6716667,-72.9497222,
1548293343,70033,"Connecticut",,"24 Hospital Ave",6810,6099,2037397000,"",2011,"","DSTK",2013-03-03T17:02:48Z,"locality",41.3947222,-73.4544444,
1649243478,70003,"Connecticut",,"320 Pomfret St",6260,1836,8609286541,2696,"",2012,"DSTK",2013-03-03T17:02:48Z,"locality",41.915,-71.9094444,
1235131442,70004,"Connecticut",,"50 Hospital Hill Rd",6069,2096,8603644085,"","",2012,"DSTK",2013-03-03T17:02:48Z,"locality",41.8791667,-73.4772222,
1609846088,70018,"Connecticut",,"5 Perryridge Rd",6830,4608,2038633000,"","",2012,"DSTK",2013-03-03T17:02:48Z,"locality",41.0263889,-73.62888890000001,
1184639973,70031,"Connecticut",,"130 Division St",6418,1326,2037327360,"",2011,2012,"DSTK",2013-03-03T17:02:48Z,"locality",41.3205556,-73.0894444,
1902834880,70025,"Connecticut",,"80 Seymour St",6102,8000,"","","",2012,"DSTK",2013-03-03T17:02:48Z,"locality",41.7636111,-72.6855556,
1457399198,70027,"Connecticut",,"71 Haynes St",6040,4131,8606461222,"","",2012,"DSTK",2013-03-03T17:02:48Z,"locality",41.7758333,-72.5219444,
1629061593,70039,"Connecticut",,"22 Masonic Ave",6492,3048,2036787857,"","",2012,"DSTK",2013-03-03T17:02:48Z,"locality",41.4569444,-72.82361109999999,
1760454334,70020,"Connecticut",,"28 Crescent St",6457,3654,8603586394,"","",2012,"DSTK",2013-03-03T17:02:48Z,"locality",41.5622222,-72.65111109999999,
1669524187,70017,"Connecticut",,"435 Lewis Ave",6451,2101,2036948200,"","",2012,"DSTK",2013-03-03T17:02:48Z,"locality",41.5380556,-72.8075,
1912966557,70019,"Connecticut",,"300 Seaside Ave",6460,4603,2038764000,"",2011,2012,"DSTK",2013-03-03T17:02:48Z,"locality",41.2222222,-73.05694440000001,
1649263880,70034,"Connecticut",,"34 Maple St",6850,3815,2038522810,"","",2012,"DSTK",2013-03-03T17:02:49Z,"locality",41.1175,-73.4083333,
1871536227,70012,"Connecticut",,"31 Union St",6066,3126,8606461222,"","",2012,"DSTK",2013-03-03T17:02:49Z,"locality",41.8186111,-72.48,
1407833486,70002,"Connecticut",,"114 Woodland St",6105,1299,8607144000,"","",2012,"DSTK",2013-03-03T17:02:49Z,"locality",41.7636111,-72.6855556,
1942224696,70028,"Connecticut",,"2800 Main St",6606,4201,2035765551,"","",2012,"DSTK",2013-03-03T17:02:49Z,"locality",41.1669444,-73.2052778,
1356331425,70006,"Connecticut",,"30 Shelburne Rd",6904,9317,2032767463,"","",2012,"DSTK",2013-03-03T17:02:49Z,"locality",41.0533333,-73.5391667,
1053477075,70035,"Connecticut",,"100 Grand St",6052,2016,8602245011,"","",2012,"DSTK",2013-03-03T17:02:49Z,"locality",41.6611111,-72.78,
1184615114,70005,"Connecticut",,"64 Robbins St",6708,2613,2035737280,"","",2012,"DSTK",2013-03-03T17:02:49Z,"locality",41.5580556,-73.0519444,
1639135718,70024,"Connecticut",,"326 Washington St",6360,2740,8608898331,"","",2012,"DSTK",2013-03-03T17:02:49Z,"locality",41.5241667,-72.0763889,
1023191467,70021,"Connecticut",,"112 Mansfield Ave",6226,2041,8604566840,"","",2012,"DSTK",2013-03-03T17:02:50Z,"locality",41.7105556,-72.2086111,
1245214477,80006,"Delaware",,"801 Middleford Rd",19973,3636,3026296611,2580,2011,"","DSTK",2013-03-03T17:02:50Z,"street_address",38.642303,-75.607919,"Nanticoke Memorial Hospital, 801 Middleford Rd, Seaford, Delaware 19973"
1275511651,101300,"Florida",,"533 W Carlton St",33873,3407,8637678342,"",2011,"","DSTK",2013-03-03T17:02:50Z,"street_address",27.536488,-81.81083700000001,"Adventist Health System Sunbelt Inc, 533 W Carlton St, Wauchula, Florida 33873"
1083692594,100109,"Florida",,"4200 Sun N Lake Blvd",33872,1986,8634023366,"",2011,2012,"DSTK",2013-03-03T17:02:51Z,"street_address",27.532252,-81.551433,"Adventist Health System Sunbelt Inc, 4200 Sun N Lake Blvd, Sebring, Florida 33872"
1306938071,100007,"Florida",,"601 East Rollins Street",32803,"",4072001249,"",2011,"","DSTK",2013-03-03T17:02:51Z,"street_address",28.574109,-81.371251,"Adventist Health System Sunbelt, Inc, 601 East Rollins Street, Orlando, Florida 32803"
1528042884,100008,"Florida",,"8900 N Kendall Dr",33176,2197,7865961960,"","",2012,"DSTK",2013-03-03T17:02:51Z,"street_address",25.688046,-80.334441,"Baptist Hospital of Miami Inc, 8900 N Kendall Dr, Miami, Florida 33176"
1922052018,100121,"Florida",,"2200 Osprey Blvd",33830,3308,8635191402,"","",2012,"DSTK",2013-03-03T17:02:51Z,"street_address",27.879734,-81.84738,"Bartow HMA LLC, 2200 Osprey Blvd, Bartow, Florida 33830"
1699721589,100242,"Florida",,"449 W 23rd St",32405,4507,8507698341,"",2011,2012,"DSTK",2013-03-03T17:02:51Z,"street_address",30.189715,-85.668166,"Bay Hospital, Inc, 449 W 23rd St, Panama City, Florida 32405"
1720078041,100026,"Florida",,"615 N Bonita Ave",32401,3623,8507471511,"",2011,"","DSTK",2013-03-03T17:02:51Z,"street_address",30.150955,-85.64710100000001,"BAY MEDICAL CENTER, 615 N Bonita Ave, Panama City, Florida 32401"
1154399749,100032,"Florida",,"701 6th St South",33701,4814,7275537066,"","",2012,"DSTK",2013-03-03T17:02:51Z,"street_address",27.770321,-82.64171399999999,"Bayfront Medical Center Inc, 701 6th St South, Saint Petersburg, Florida 33701"
1417952748,100002,"Florida",,"2815 S Seacrest Blvd",33435,7934,5617377733,4401,2011,2012,"DSTK",2013-03-03T17:02:51Z,"street_address",26.54124,-80.066002,"Bethesda Hospital, Inc , 2815 S Seacrest Blvd, Boynton Beach, Florida 33435"
1902826779,100168,"Florida",,"800 Meadows Road",33486,9952,5619554200,"","",2012,"DSTK",2013-03-03T17:02:51Z,"street_address",26.361378,-80.101477,"Boca Raton Regional Hospital, Inc , 800 Meadows Road, Boca Raton, Florida 33486"
1205886280,101302,"Florida",,"5429 College Dr",32440,1859,"","","",2012,"DSTK",2013-03-03T17:02:51Z,"street_address",30.95896,-85.505701,"CAMPBELLTON GRACEVILLE HOSPITAL, 5429 College Dr, Graceville, Florida 32440"
1184691610,100177,"Florida",,"3300 Fiske Boulevard",32955,"",3214345513,"","",2012,"DSTK",2013-03-03T17:02:51Z,"street_address",28.295528,-80.75344,"Cape Canaveral Hospital, Inc , 3300 Fiske Boulevard, Rockledge, Florida 32955"
1285681908,100161,"Florida",,"1401 W Seminole Blvd",32771,6737,4073214500,"",2011,2012,"DSTK",2013-03-03T17:02:51Z,"street_address",28.813986,-81.266018,"Central Florida Regional Hospital, Inc, 1401 W Seminole Blvd, Sanford, Florida 32771"
1649200601,100183,"Florida",,"3100 Douglas Rd",33134,6914,3054458461,"","",2012,"DSTK",2013-03-03T17:02:51Z,"street_address",25.767473,-80.255252,"CGH Hospital, Ltd , 3100 Douglas Rd, Coral Gables, Florida 33134"
1578506762,100249,"Florida",,"6201 N Suncoast Blvd",34428,6712,3527958383,"","",2012,"DSTK",2013-03-03T17:02:52Z,"street_address",28.896127,-82.59305500000001,"Citrus HMA Inc, 6201 N Suncoast Blvd, Crystal River, Florida 34428"
1083644033,100289,"Florida",,"3100 Weston Rd",33331,3602,2166367407,"",2011,2012,"DSTK",2013-03-03T17:02:52Z,"street_address",26.104865,-80.365611,"CLEVELAND CLINIC FLORIDA HEALTH SYSTEM, 3100 Weston Rd, Weston, Florida 33331"
1063466589,100228,"Florida",,"8201 W Broward Blvd",33324,2701,9544736600,"",2011,2012,"DSTK",2013-03-03T17:02:52Z,"street_address",26.133285,-80.250984,"Columbia Hospital Corporation of South Broward, 8201 W Broward Blvd, Plantation, Florida 33324"
1184661266,100234,"Florida",,"2201 45th St",33407,2047,5618426141,"",2011,2012,"DSTK",2013-03-03T17:02:52Z,"street_address",26.752848,-80.052688,"Columbia Hospital Palm Beaches Limited Partnership, 2201 45th St, West Palm Beach, Florida 33407"
1104897859,100122,"Florida",,"151 E Redstone Ave",32539,5352,8506898100,"","",2012,"DSTK",2013-03-03T17:02:52Z,"street_address",30.736915,-86.56061699999999,"CRESTVIEW HOSPITAL CORPORATION, 151 E Redstone Ave, Crestview, Florida 32539"
1326078288,100258,"Florida",,"5352 Linton Blvd",33484,6514,5614984440,"","",2012,"DSTK",2013-03-03T17:02:52Z,"street_address",26.439317,-80.12499099999999,"DELRAY MEDICAL CENTER, INC , 5352 Linton Blvd, Delray Beach, Florida 33484"
1528387842,100175,"Florida",,"900 N Roberts Ave",34266,8712,8634943535,670,"",2012,"DSTK",2013-03-03T17:02:52Z,"street_address",27.226029,-81.851699,"Desoto County Hospital District, 900 N Roberts Ave, Arcadia, Florida 34266"
1952351983,100296,"Florida",,"5000 University Dr",33146,2008,7863083401,"","",2012,"DSTK",2013-03-03T17:02:52Z,"street_address",25.723411,-80.272437,"Doctors Hospital Inc, 5000 University Dr, Coral Gables, Florida 33146"
1427092006,100106,"Florida",,"333 N Byron Butler Pkwy",32347,2300,8505840800,"",2011,"","DSTK",2013-03-03T17:02:52Z,"street_address",30.117979,-83.58955,"Doctors Memorial Hospital Inc, 333 N Byron Butler Pkwy, Perry, Florida 32347"
1881648392,100239,"Florida",,"2323 9th Ave N",33713,6832,7273231111,"",2011,2012,"DSTK",2013-03-03T17:02:52Z,"street_address",27.781188,-82.64672400000001,"Edward White Hospital, Inc , 2323 9th Ave N, St Petersburg, Florida 33713"
1639122864,100267,"Florida",,"700 Medical Blvd",34223,3964,9414756571,"",2011,2012,"DSTK",2013-03-03T17:02:52Z,"street_address",26.96596,-82.35040600000001,"Englewood Community Hospital, Inc , 700 Medical Blvd, Englewood, Florida 34223"
1417901406,100236,"Florida",,"21298 Olean Blvd",33952,6705,9416291181,"",2011,2012,"DSTK",2013-03-03T17:02:52Z,"street_address",26.984562,-82.102093,"Fawcett Memorial Hospital, Inc , 21298 Olean Blvd, Port Charlotte, Florida 33952"
1235196510,100128,"Florida",,"1 Tampa General Circle",33606,3571,8138447000,"","",2012,"DSTK",2013-03-03T17:02:53Z,"street_address",27.9107,-82.508152,"Florida Health Sciences Center Inc, 1 Tampa General Circle, Tampa, Florida 33606"
1821019571,100057,"Florida",,"1000 Waterman Way",32778,5266,3522533333,3701,2011,2012,"DSTK",2013-03-03T17:02:53Z,"street_address",28.799871,-81.731298,"Florida Hospital Waterman Inc, 1000 Waterman Way, Tavares, Florida 32778"
1346354677,100046,"Florida",,"7050 Gall Blvd",33541,1347,8137880411,1612,2011,2012,"DSTK",2013-03-03T17:02:53Z,"street_address",28.171867,-82.21195899999999,"Florida Hospital Zephyrhills Inc, 7050 Gall Blvd, Zephyrhills, Florida 33541"
1639128820,100223,"Florida",,"1000 Mar Walt Dr",32547,6708,8508621111,"",2011,2012,"DSTK",2013-03-03T17:02:53Z,"street_address",30.44999,-86.626116,"Fort Walton Beach Medical Center, Inc , 1000 Mar Walt Dr, Ft Walton Beach, Florida 32547"
1518911031,100180,"Florida",,"6500 38th Ave N",33710,1629,7273841414,"",2011,2012,"DSTK",2013-03-03T17:02:53Z,"street_address",27.80641,-82.70007099999999,"Galen of Florida, Inc , 6500 38th Ave N, St Petersburg, Florida 33710"
1205880945,100238,"Florida",,"6000 49th St N",33709,2114,7275214411,"",2011,2012,"DSTK",2013-03-03T17:02:54Z,"street_address",27.816917,-82.705355,"Galencare, Inc , 6000 49th St N, St Petersburg, Florida 33709"
1669427258,100243,"Florida",,"6000 49th St N",33709,2114,7275214411,"",2011,2012,"DSTK",2013-03-03T17:02:54Z,"street_address",27.816917,-82.705355,"Galencare, Inc , 6000 49th St N, St Petersburg, Florida 33709"
1578518403,100137,"Florida",,"40100 Highway 27",33837,5906,8634192259,"","",2012,"DSTK",2013-03-03T17:02:54Z,"street_address",28.157731,-81.639748,"Haines City HMA LLC, 40100 Highway 27, Davenport, Florida 33837"
1811991227,100017,"Florida",,"303 N Clyde Morris Blvd",32114,2709,3862544000,"","",2012,"DSTK",2013-03-03T17:02:54Z,"street_address",29.19863,-81.05431,"Halifax Hospital Medical Center, 303 N Clyde Morris Blvd, Daytona Beach, Florida 32114"
1114964244,100213,"Florida",,"1800 SE Tiffany Ave",34952,7521,7723354000,"",2011,2012,"DSTK",2013-03-03T17:02:54Z,"street_address",27.287189,-80.29758099999999,"HCA Health Services of Florida, Inc , 1800 SE Tiffany Ave, Port St Lucie, Florida 34952"
1992759419,100256,"Florida",,"1800 SE Tiffany Ave",34952,7521,7723354000,"",2011,2012,"DSTK",2013-03-03T17:02:54Z,"street_address",27.287189,-80.29758099999999,"HCA Health Services of Florida, Inc , 1800 SE Tiffany Ave, Port St Lucie, Florida 34952"
1538115696,100260,"Florida",,"1800 SE Tiffany Ave",34952,7521,7723354000,"",2011,2012,"DSTK",2013-03-03T17:02:54Z,"street_address",27.287189,-80.29758099999999,"HCA Health Services of Florida, Inc , 1800 SE Tiffany Ave, Port St Lucie, Florida 34952"
1013961838,100264,"Florida",,"1800 SE Tiffany Ave",34952,7521,7723354000,"",2011,2012,"DSTK",2013-03-03T17:02:54Z,"street_address",27.287189,-80.29758099999999,"HCA Health Services of Florida, Inc , 1800 SE Tiffany Ave, Port St Lucie, Florida 34952"
1215960315,101309,"Florida",,"524 W Sagamore Ave",33440,3514,8639023000,500,"",2012,"DSTK",2013-03-03T17:02:55Z,"street_address",26.75328,-80.93817300000001,"Hendry County Hospital Authority, 524 W Sagamore Ave, Clewiston, Florida 33440"
1588695514,100071,"Florida",,"17240 Cortez Blvd",34601,8921,3527965111,"",2011,2012,"DSTK",2013-03-03T17:02:55Z,"street_address",28.556343,-82.39881099999999,"Hernando HMA LLC, 17240 Cortez Blvd, Brooksville, Florida 34601"
1528015302,100124,"Florida",,"6002 Berryhill Rd",32570,5062,8506265100,"","",2012,"DSTK",2013-03-03T17:02:55Z,"street_address",30.643767,-87.10423299999999,"HMA Santa Rosa Medical Center LLC, 6002 Berryhill Rd, Milton, Florida 32570"
1366431702,101307,"Florida",,"2600 Hospital Drive",32425,"",8505478000,"",2011,"","DSTK",2013-03-03T17:02:55Z,"street_address",30.76084,-85.682715,"Holmes County Hospital Corporation, 2600 Hospital Drive, Bonifay, Florida 32425"
1295702728,100019,"Florida",,"1350 S Hickory St",32901,3278,3214347000,"","",2012,"DSTK",2013-03-03T17:02:55Z,"street_address",28.069426,-80.61286699999999,"Holmes Regional Medical Center, 1350 S Hickory St, Melbourne, Florida 32901"
1578547865,100125,"Florida",,"975 Baptist Way",33033,7600,7862438000,"","",2012,"DSTK",2013-03-03T17:02:55Z,"street_address",24.551143,-81.80346,"Homestead Hospital Inc, 975 Baptist Way, Homestead, Florida 33033"
1538108725,100142,"Florida",,"4250 Hospital Dr",32446,1917,8505262200,2644,2011,"","DSTK",2013-03-03T17:02:55Z,"street_address",30.787123,-85.24324,"JACKSON COUNTY HOSPITAL DISTRICT, 4250 Hospital Dr, Marianna, Florida 32446"
1326085424,100080,"Florida",,"5301 S Congress Ave",33462,1149,5619657300,"",2011,2012,"DSTK",2013-03-03T17:02:55Z,"street_address",26.615166,-80.089173,"JFK Medical Center Limited Partnership, 5301 S Congress Ave, Atlantis, Florida 33462"
1295721090,100253,"Florida",,"1210 S Old Dixie Hwy",33458,7205,5617472234,3454,"",2012,"DSTK",2013-03-03T17:02:55Z,"street_address",26.941461,-80.093645,"Jupiter Medical Center, Inc , 1210 S Old Dixie Hwy, Jupiter, Florida 33458"
1710931522,100209,"Florida",,"11750 Bird Rd",33175,3530,3052275500,"",2011,2012,"DSTK",2013-03-03T17:02:55Z,"street_address",25.72894,-80.423682,"Kendall Healthcare Group, Ltd , 11750 Bird Rd, Miami, Florida 33175"
1619922077,100150,"Florida",,"5900 College Rd",33040,4342,3052949200,"","",2012,"DSTK",2013-03-03T17:02:55Z,"street_address",24.584557,-81.740133,"Key West HMA LLC, 5900 College Rd, Key West, Florida 33040"
1386743045,100102,"Florida",,"368 NE Franklin St",32055,3088,3867548000,"","",2012,"DSTK",2013-03-03T17:02:56Z,"street_address",30.193399,-82.641519,"Lake Shore HMA, LLC, 368 NE Franklin St, Lake City, Florida 32055"
1033180195,100099,"Florida",,"410 S 11th St",33853,4203,8636761433,"","",2012,"DSTK",2013-03-03T17:02:56Z,"street_address",27.898158,-81.564638,"Lake Wales Hospital Corporation, 410 S 11th St, Lake Wales, Florida 33853"
1144228446,100157,"Florida",,"1324 Lakeland Hills Blvd",33805,4543,8636871299,"","",2012,"DSTK",2013-03-03T17:02:56Z,"street_address",28.08388,-81.955787,"Lakeland Regional Medical Center, Inc , 1324 Lakeland Hills Blvd, Lakeland, Florida 33805"
1730179714,100299,"Florida",,"8330 Lakewood Ranch Blvd",34202,5174,9417282100,"","",2012,"DSTK",2013-03-03T17:02:56Z,"street_address",27.428276,-82.42700499999999,"Lakewood Ranch Medical Center, 8330 Lakewood Ranch Blvd, Bradenton, Florida 34202"
1144274879,100248,"Florida",,"201 14th St SW",33770,3133,7275885200,"",2011,2012,"DSTK",2013-03-03T17:02:56Z,"street_address",27.916743,-82.802644,"Largo Medical Center, Inc , 201 14th St SW, Largo, Florida 33770"
1952311243,100181,"Florida",,"7031 SW 62nd Avenue",33143,"",3052847585,"",2011,2012,"DSTK",2013-03-03T17:02:56Z,"street_address",25.717433,-80.294037,"Larkin Community Hospital INC, 7031 SW 62nd Avenue, South Miami, Florida 33143"
1568409647,100246,"Florida",,"1700 S 23rd St",34950,4803,7724614000,"",2011,2012,"DSTK",2013-03-03T17:02:56Z,"locality",27.448066,-80.333224,"LAWNWOOD MEDICAL CENTER INC, 1700 S 23rd St, Fort Pierce, Florida 34950"
1083669683,100107,"Florida",,"1500 Lee Blvd",33936,4835,2393692101,"","",2012,"DSTK",2013-03-03T17:02:56Z,"street_address",26.603783,-81.63932699999999,"Lehigh HMA LLC, 1500 Lee Blvd, Lehigh Acres, Florida 33936"
1568493641,100187,"Florida",,"2001 W 68th St",33016,1801,3058235000,"","",2012,"DSTK",2013-03-03T17:02:56Z,"street_address",25.884086,-80.324635,"LIFEMARK HOSPITALS OF FLORIDA, INC , 2001 W 68th St, Hialeah, Florida 33016"
1104821461,101311,"Florida",,"309 NE Marion St",32340,2511,8509732271,"",2011,"","DSTK",2013-03-03T17:02:56Z,"street_address",30.47025,-83.41396899999999,"Madison County Hospital Health Systems Inc, 309 NE Marion St, Madison, Florida 32340"
1760472799,100035,"Florida",,"206 2nd St E",34208,1042,9417465111,"","",2012,"DSTK",2013-03-03T17:02:56Z,"street_address",27.498278,-82.561227,"Manatee Memorial Hospital L P, 206 2nd St E, Bradenton, Florida 34208"
1841237930,100212,"Florida",,"1431 SW 1st Ave",34474,4000,3524011000,"",2011,2012,"DSTK",2013-03-03T17:02:56Z,"street_address",29.158431,-82.137829,"Marion Community Hospital, Inc , 1431 SW 1st Ave, Ocala, Florida 34474"
1194790055,100044,"Florida",,"200 SE Hospital Ave",34994,2346,7722875200,7532,"",2012,"DSTK",2013-03-03T17:02:57Z,"street_address",27.197502,-80.24301,"MARTIN MEMORIAL MEDICAL CENTER INC, 200 SE Hospital Ave, Stuart, Florida 34994"
1891782470,100151,"Florida",,"4500 San Pablo Rd S",32224,1865,9049532000,"","",2012,"DSTK",2013-03-03T17:02:57Z,"street_address",30.318667,-81.44965500000001,"Mayo Clinic Florida, 4500 San Pablo Rd S, Jacksonville, Florida 32224"
1962497198,100291,"Florida",,"250 N Wickham Rd",32935,8625,3217521200,"","",2012,"DSTK",2013-03-03T17:02:57Z,"street_address",28.132735,-80.64150600000001,"Melbourne HMA, LLC, 250 N Wickham Rd, Melbourne, Florida 32935"
1063426823,100068,"Florida",,"301 Memorial Medical Parkway",32117,5168,3862316000,"",2011,2012,"DSTK",2013-03-03T17:02:57Z,"street_address",29.475749,-81.189419,"Memorial Health Systems Inc, 301 Memorial Medical Parkway, Daytona Beach, Florida 32117"
1447206438,100179,"Florida",,"3625 University Blvd S",32216,4207,9043996111,"",2011,2012,"DSTK",2013-03-03T17:02:58Z,"street_address",30.313968,-81.599401,"MEMORIAL HEALTHCARE GROUP INC, 3625 University Blvd S, Jacksonville, Florida 32216"
1679678486,100118,"Florida",,"60 Memorial Medical Pkwy",32164,5980,3865862000,"",2011,2012,"DSTK",2013-03-03T17:02:58Z,"street_address",29.475749,-81.189419,"Memorial Hospital Flagler Inc , 60 Memorial Medical Pkwy, Palm Coast, Florida 32164"
1023098258,100206,"Florida",,"2901 W Swann Ave",33609,4056,8138736400,5500,"",2012,"DSTK",2013-03-03T17:02:58Z,"street_address",27.937369,-82.48302,"Memorial Hospital of Tampa LP, 2901 W Swann Ave, Tampa, Florida 33609"
